feature	importance
PROS1	9
DCTD	9
PSMB8	9
PTPN6	9
TBXA2R	9
TBC1D9B	9
KLHL9	9
HSPA8	9
RELB	9
STX1A	9
CASP2	9
CCNA1	9
NIPSNAP1	9
RPN1	9
CNOT4	9
RPS6KA1	9
HOMER2	9
RTN2	9
CHMP4A	9
CDC20	9
KEAP1	9
HPRT1	9
SHC1	9
SLC25A14	9
TICAM1	9
TIMM9	9
PRAF2	9
TIPARP	9
FBXL12	9
FASTKD5	9
ARID5B	9
FAH	9
NUCB2	9
NUP85	9
TSPAN4	9
OXCT1	9
EPHB2	9
OXSR1	9
PAK4	9
TPM1	9
PCK2	9
EDN1	9
ECH1	9
PCNA	9
CDKN1B	9
IQGAP1	9
TMEM5	9
DNTTIP2	9
PPIE	9
ITGB5	9
PHKB	9
LIG1	8
PTPRF	8
MAMLD1	8
TJP1	8
SMAD3	8
SMARCC1	8
SMC4	8
SOX4	8
SPTAN1	8
SPTLC2	8
STK10	8
STXBP1	8
TERF2IP	8
TLR4	8
S100A4	8
TOMM70A	8
TP53	8
TRIM2	8
UBR7	8
UGDH	8
VDAC1	8
ssgsea_Allograft Rejection	8
ssgsea_Fatty Acid Metabolism	8
ssgsea_KRAS Signaling Up	8
SCYL3	8
RRP8	8
MAP7	8
PAPD7	8
MEF2C	8
MPZL1	8
MUC1	8
MVP	8
NET1	8
NOL3	8
NPRL2	8
NUDT9	8
PAK6	8
PCCB	8
RBM34	8
PIK3R3	8
PLS1	8
PPARG	8
PRKACA	8
PSRC1	8
PWP1	8
RAB27A	8
RAE1	8
RALGDS	8
IGF2BP2	8
AARS	8
GOLT1B	8
GATA2	8
AKAP8L	8
FOS	8
FOSL1	8
FSD1	8
CREB1	8
HMOX1	8
HMGCS1	8
DNM1	8
HMGCR	8
BIRC5	8
G3BP1	8
GDPD5	8
BZW2	8
GFPT1	8
COL4A1	8
DSG2	8
CNDP2	8
GLI2	8
CHIC2	8
ATP5S	8
ATP11B	8
GRB7	8
CHMP6	8
GRB10	8
FKBP14	8
ALDOA	8
EML3	8
EPRS	8
EPB41L2	8
CDC42	8
CAST	8
CTNND1	8
ACAT2	8
IDE	8
CCDC85B	8
DDX42	8
ADCK3	8
CDK1	8
ETS1	8
ABCC5	8
TMEM109	7
SMC1A	7
SESN1	7
MMP1	7
CFLAR	7
TM9SF3	7
C2CD2	7
SCP2	7
CHERP	7
SCARB1	7
EAPP	7
NR1H2	7
ATMIN	7
CCP110	7
CBR1	7
ECD	7
BAX	7
TBPL1	7
FGFR2	7
SLC35F2	7
NCK2	7
CDK5R1	7
CDKN1A	7
EIF4G1	7
EGFR	7
SOCS2	7
SYNE2	7
SYK	7
CDCA4	7
FCHO1	7
FUT1	7
NISCH	7
CASK	7
BHLHE40	7
MSRA	7
PCMT1	7
NNT	7
GNAI2	7
NUDCD3	7
RBM6	7
DDB2	7
POLG2	7
PYCR1	7
HLA-DMA	7
INSIG1	7
CPNE3	7
RFC2	7
ssgsea_Interferon Alpha Response	7
KLHL21	7
DNAJB2	7
HN1L	7
PPOX	7
CREG1	7
CXCL2	7
ssgsea_Glycolysis	7
RASA1	7
DHX29	7
PYGL	7
ZNF451	7
ssgsea_Estrogen Response Early	7
ssgsea_Apoptosis	7
HSD17B10	7
ssgsea_Adipogenesis	7
ADO	7
PRKCD	7
DENND2D	7
ACAA1	7
USP7	7
UBE2A	7
IKBKAP	7
DUSP4	7
PSMD9	7
RRAGA	7
TSPAN3	7
ssgsea_UV Response Dn	7
IKBKE	7
PTPRC	7
COG2	7
ssgsea_Unfolded Protein Response	7
RPA1	7
PNP	7
ARHGEF2	7
ARHGEF12	7
ARHGAP1	7
COPS7A	7
MAP4K4	7
NUSAP1	6
NUP88	6
SNX7	6
PAFAH1B1	6
OXA1L	6
PTPRK	6
EPN2	6
SMARCD2	6
CSNK2A2	6
DUSP6	6
CSK	6
ELAVL1	6
RSU1	6
CIRBP	6
S100A13	6
RRS1	6
PIH1D1	6
PLA2G15	6
PHKG2	6
CLTB	6
CLTC	6
RPIA	6
PGAM1	6
CERK	6
DNMT3A	6
CEBPZ	6
RHEB	6
POLR2I	6
RGS2	6
SKIV2L	6
PIP4K2B	6
EGR1	6
CDKN2A	6
SLC35A3	6
PRKAG2	6
IFRD2	6
PTPN12	6
SORBS3	6
TIMM22	6
GALE	6
KAT6A	6
USP6NL	6
ATP6V0B	6
MFSD10	6
METRN	6
ME2	6
ZNF274	6
MBNL2	6
GNAI1	6
ZMYM2	6
HOOK2	6
TRAM2	6
ATF5	6
XPO7	6
KLHDC2	6
TSC22D3	6
VPS72	6
ARNT2	6
GSTZ1	6
LAGE3	6
VAV3	6
TXLNA	6
TXNRD1	6
VAPB	6
LGMN	6
UBE2J1	6
BCL2	6
GFOD1	6
THAP11	6
NFE2L2	6
ABCF1	6
NRAS	6
NR2F6	6
ssgsea_Oxidative Phosphorylation	6
FAIM	6
ACBD3	6
FAM57A	6
FAM69A	6
ssgsea_IL-2/STAT5 Signaling	6
STAT5B	6
ssgsea_Estrogen Response Late	6
TGFBR2	6
ssgsea_Bile Acid Metabolism	6
HTATSF1	6
ANO10	6
BRCA1	6
TCFL5	6
BLMH	6
HSPA4	6
NARFL	6
TCTA	6
TCEA2	6
BNIP3	6
RAC2	5
ssgsea_Protein Secretion	5
RAD9A	5
CXCR4	5
VAT1	5
ABL1	5
AGL	5
ADI1	5
ssgsea_Angiogenesis	5
ALDOC	5
WDR61	5
REEP5	5
IFNAR1	5
YKT6	5
CRYZ	5
RAB11FIP2	5
TRIB1	5
ARID4B	5
SERPINE1	5
SGCB	5
TLK2	5
SLC2A6	5
PTK2	5
C2CD2L	5
STXBP2	5
CAPN1	5
STK25	5
STAT3	5
SPRED2	5
CDC25A	5
CD44	5
SPP1	5
CD40	5
CCDC86	5
BAMBI	5
SENP6	5
UBE2C	5
TOP2A	5
COG4	5
TXNDC9	5
RPL39L	5
COASY	5
TSKU	5
ASAH1	5
TRIM13	5
ASCC3	5
CCNB1	5
TRAPPC6A	5
CLIC4	5
ATF6	5
SACM1L	5
TP53BP1	5
TOPBP1	5
SYNGR3	5
RALA	5
MMP2	5
LRP10	5
PFKL	5
EBNA1BP2	5
E2F2	5
PIK3C2B	5
GTF2E2	5
GTPBP8	5
HDAC2	5
PKIG	5
HIST1H2BK	5
GNA11	5
LGALS8	5
PLOD3	5
HLA-DRA	5
PLP2	5
LAMA3	5
PLSCR3	5
PNKP	5
KIF20A	5
GPATCH8	5
MBTPS1	5
POLR2K	5
ERBB2	5
FAM20B	5
NSDHL	5
NPC1	5
NT5DC2	5
FAT1	5
FBXO21	5
FDFT1	5
NFKBIA	5
P4HTM	5
MEST	5
PAICS	5
FKBP4	5
PAK1	5
MYLK	5
MYCBP2	5
FYN	5
GHR	5
PDGFA	5
KIAA1033	5
HERC6	5
ISOC1	5
PSMD2	5
HSPA1A	5
KAT6B	5
KCNK1	5
HTRA1	5
PRKX	5
KCTD5	5
PPP2R5A	5
PRUNE	5
KDM5B	5
DDIT4	5
IGHMBP2	5
IGFBP3	5
PSMF1	5
HOXA5	5
ILK	5
PRKCH	5
INPP4B	5
PRCP	5
ssgsea_Interferon Gamma Response	4
BTK	4
ZDHHC6	4
ssgsea_IL-6/JAK/STAT3 Signaling	4
TES	4
ssgsea_Mitotic Spindle	4
ssgsea_Hypoxia	4
FZD1	4
BDH1	4
TIMP2	4
NCAPD2	4
SYPL1	4
TCERG1	4
NCOA3	4
NFATC3	4
IL4R	4
HYOU1	4
NFKBIB	4
C5	4
IARS2	4
ICAM1	4
ssgsea_TNF-alpha Signaling via NF-kB	4
FAS	4
ST3GAL5	4
SRC	4
CBR3	4
IGF2R	4
GADD45A	4
GLOD4	4
MKNK1	4
ZNF395	4
ITGAE	4
ITGB1BP1	4
SPR	4
APOE	4
HIST2H2BE	4
AKAP8	4
HS2ST1	4
BAG3	4
AMDHD2	4
KIF2C	4
KIAA0196	4
WIPF2	4
ZFP36	4
YME1L1	4
ARL4C	4
GTF2A2	4
ssgsea_Cholesterol Homeostasis	4
LYN	4
GSTM2	4
ARPP19	4
ssgsea_Coagulation	4
MACF1	4
MAN2B1	4
GPC1	4
ssgsea_DNA Repair	4
GNAS	4
TRAK2	4
ALAS1	4
ACD	4
TNFRSF21	4
TMEM97	4
NPEPL1	4
DAXX	4
BUB1B	4
ERBB3	4
CRTAP	4
CRKL	4
DLD	4
RBKS	4
CRK	4
CDH3	4
SLC35B1	4
PPP2R3C	4
DMTF1	4
POP4	4
POLD4	4
RNMT	4
PMM2	4
SLC27A3	4
PMAIP1	4
CDK19	4
PLEKHM1	4
RRP12	4
PARP2	4
DYRK3	4
PIK3C3	4
CIAPIN1	4
SCRN1	4
CSNK1A1	4
ELOVL6	4
PTPN1	4
CCDC92	4
CYTH1	4
EXT1	4
CCNA2	4
CCNH	4
SNX13	4
CCL2	4
PRSS23	4
ETV1	4
CTSD	4
PTK2B	4
PSME1	4
PIK3R4	3
APBB2	3
RRP1B	3
CLSTN1	3
ssgsea_Xenobiotic Metabolism	3
USP14	3
PRR7	3
LRRC41	3
PIK3CA	3
PLK1	3
TWF2	3
NRIP1	3
PHGDH	3
PGRMC1	3
TSEN2	3
CHAC1	3
TRAPPC3	3
EBP	3
ssgsea_heme Metabolism	3
KTN1	3
IKBKB	3
PXMP2	3
RAB4A	3
ssgsea_E2F Targets	3
CSNK1E	3
DHDDS	3
IPO13	3
DCUN1D4	3
PXN	3
HSD17B11	3
CETN3	3
CTTN	3
CYCS	3
PSMD10	3
RFC5	3
PSMD4	3
ssgsea_Pperoxisome	3
KIAA0907	3
XBP1	3
WRB	3
WFS1	3
DPH2	3
PDS5A	3
TSTA3	3
EVL	3
MTA1	3
TIMM17B	3
TBX2	3
TLE1	3
TEX10	3
PAF1	3
CDK6	3
BAD	3
MIF	3
TMEM110	3
TMEM2	3
FEZ2	3
PAFAH1B3	3
PAX8	3
STMN1	3
NMT1	3
TNIP1	3
SHB	3
SQRDL	3
SQSTM1	3
MCOLN1	3
TOR1A	3
ST6GALNAC2	3
GAA	3
STAMBP	3
AURKA	3
CCNB2	3
SLC35A1	3
NFATC4	3
CASP7	3
MICALL1	3
NUP133	3
ssgsea_Complement	2
ssgsea_Androgen Response	2
TBP	2
FHL2	2
RB1	2
ssgsea_Epithelial Mesenchymal Transition	2
PPARD	2
BPHL	2
TATDN2	2
PDLIM1	2
DDR1	2
TARBP1	2
ssgsea_G2-M Checkpoint	2
NFKB2	2
SNCA	2
CANT1	2
ssgsea_Inflammatory Response	2
INTS3	2
STUB1	2
INPP1	2
ssgsea_Myc Targets V2	2
ssgsea_Myogenesis	2
ABHD6	2
FAM63A	2
ssgsea_UV Response Up	2
CPSF4	2
CORO1A	2
NR3C1	2
ELAC2	2
PARP1	2
TM9SF2	2
CDK2	2
LIPA	2
HK1	2
TMEM50A	2
DUSP11	2
ANKRD10	2
VGLL4	2
PIGB	2
WDTC1	2
ARFIP2	2
TIAM1	2
CHEK1	2
GRWD1	2
MAPKAPK5	2
RNH1	2
MAPK9	2
GRN	2
MYBL2	2
LPAR2	2
ABCF3	1
PDHX	1
DCK	1
TUBB6	1
EDEM1	1
ssgsea_Wnt-beta Catenin Signaling	1
AXIN1	1
NOLC1	1
GLRX	1
MALT1	1
MNAT1	1
SLC5A6	1
WDR7	1
DNAJB6	1
KDM5A	1
KIAA0753	1
APP	1
TGFB3	1
DAG1	1
PAN2	1
MYL9	1
SLC25A46	1
CNPY3	1
MAST2	1
PLCB3	1
PEX11A	0
ZMIZ1	0
SSBP2	0
UFM1	0
TERT	0
ADRB2	0
CDC25B	0
MTF2	0
CASP10	0
DNM1L	0
