config	eval_type	holdout	holdout_technology	test_aware	production_candidate	n_features	n_pos	n_neg	threshold_used	auroc	auprc	mcc	bal_acc
raw_common__agnostic	standard_lodo	GSE50948	affymetrix	False	True	918	53	103	0.49	0.4555779446785125	0.37910830407384455	-0.08468237350477034	0.4556695365451548
raw_common__agnostic	standard_lodo	GSE5122	affymetrix	False	True	918	4	53	0.5	0.7122641509433963	0.286025641025641	0.1830335664554446	0.6768867924528301
raw_common__agnostic	standard_lodo	GSE62321	affymetrix	False	True	918	26	31	0.47	0.3684863523573201	0.4279697631263478	0.030203900082725558	0.5093052109181141
raw_common__agnostic	standard_lodo	GSE63885	affymetrix	False	True	918	65	3	0.44000000000000006	0.09230769230769233	0.9023357268432246	-0.22786635759382498	0.2230769230769231
raw_common__agnostic	standard_lodo	GSE65021	agilent	False	True	918	31	9	0.48	0.7204301075268817	0.8926018743145554	0.26986443775032426	0.6541218637992832
raw_common__agnostic	standard_lodo	GSE66999	agilent	False	True	918	70	6	0.43000000000000005	0.29761904761904756	0.8671893690071957	-0.2444735487068407	0.2761904761904762
raw_common__agnostic	standard_lodo	GSE6861	agilent	False	True	918	66	95	0.45000000000000007	0.8649122807017543	0.8310601554170051	0.5517200197603339	0.7764752791068581
raw_common__agnostic	standard_lodo	GSE68871	affymetrix	False	True	918	97	21	0.48	0.6107020127638685	0.8485894229337243	0.10033229581326106	0.5594010800196367
raw_common__agnostic	standard_lodo	GSE72970	affymetrix	False	True	918	63	61	0.49	0.5188654696851419	0.5388233922424166	0.06604052236278468	0.5329169919333854
raw_common__agnostic	standard_lodo	GSE73578	affymetrix	False	True	918	40	23	0.48	0.3869565217391304	0.5632834009655645	-0.1361208030969768	0.43260869565217386
raw_common__agnostic	standard_lodo	GSE76360	agilent	False	True	918	66	30	0.45000000000000007	0.5484848484848485	0.7406158074994784	0.053950935925154826	0.5287878787878788
raw_common__agnostic	standard_lodo	GSE82172	agilent	False	True	918	21	131	0.45999999999999996	0.48673209741912027	0.15140792262450647	0.033910821418431665	0.5243547800799708
raw_common__agnostic	standard_lodo	GSE8970	affymetrix	False	True	918	13	13	0.48	0.40828402366863903	0.521846274565685	-0.23076923076923078	0.38461538461538464
raw_common__agnostic	standard_lodo	ISPY2	agilent	False	True	918	319	669	0.48	0.525024483274058	0.3479759742473462	0.03479057065124647	0.5185135724025471
rank_genes__agnostic	standard_lodo	BrighTNess	rnaseq	False	True	918	236	246	0.48	0.5972164806393826	0.57461259113133	0.139575427915266	0.5690195673143172
rank_genes__agnostic	standard_lodo	GSE104645	agilent	False	True	918	112	14	0.44000000000000006	0.5554846938775511	0.9061160260151092	0.08928571428571429	0.5669642857142857
rank_genes__agnostic	standard_lodo	GSE104958	rnaseq	False	True	918	12	34	0.47	0.75	0.5396801138222707	0.4065595622717274	0.7279411764705883
rank_genes__agnostic	standard_lodo	GSE109211	agilent	False	True	918	42	98	0.42000000000000004	0.36394557823129253	0.23589353094685375	-0.1597882687759439	0.41326530612244894
rank_genes__agnostic	standard_lodo	GSE131978	affymetrix	False	True	918	18	19	0.43000000000000005	0.4707602339181287	0.46842647427614753	-0.07653316233027552	0.46345029239766083
rank_genes__agnostic	standard_lodo	GSE14615	affymetrix	False	True	918	6	14	0.43000000000000005	0.36904761904761907	0.2652958152958153	-0.047619047619047616	0.47619047619047616
rank_genes__agnostic	standard_lodo	GSE14671	affymetrix	False	True	918	41	18	0.45999999999999996	0.6084010840108401	0.7701323174891175	0.09141928240378133	0.5494579945799458
rank_genes__agnostic	standard_lodo	GSE173263	agilent	False	True	918	29	10	0.44000000000000006	0.6931034482758621	0.9026718004052854	0.39777409434366623	0.7258620689655173
rank_genes__agnostic	standard_lodo	GSE19293	affymetrix	False	True	918	24	28	0.43000000000000005	0.4538690476190476	0.4255822852291678	-0.11284363547413474	0.44345238095238093
rank_genes__agnostic	standard_lodo	GSE20181	affymetrix	False	True	918	110	44	0.47	0.2849173553719009	0.6109163986772559	-0.1620083922520836	0.4318181818181818
rank_genes__agnostic	standard_lodo	GSE20194	affymetrix	False	True	918	56	222	0.45000000000000007	0.9398326898326899	0.8137190118635661	0.6872366249867129	0.8545688545688546
rank_genes__agnostic	standard_lodo	GSE20271	affymetrix	False	True	918	26	152	0.45000000000000007	0.7692307692307693	0.37366956705423277	0.25402120432625397	0.6778846153846154
rank_genes__agnostic	standard_lodo	GSE21974	agilent	False	True	918	18	39	0.47	0.6267806267806268	0.4586198148766423	0.16012815380508713	0.5854700854700855
rank_genes__agnostic	standard_lodo	GSE22093	affymetrix	False	True	918	28	69	0.45999999999999996	0.7339544513457558	0.5312987796688868	0.3849594644485292	0.6881469979296067
rank_genes__agnostic	standard_lodo	GSE23988	affymetrix	False	True	918	20	41	0.49	0.9670731707317073	0.9428746081581343	0.7743615693643384	0.8628048780487805
rank_genes__agnostic	standard_lodo	GSE25066	affymetrix	False	True	918	99	389	0.4	0.8921866479707097	0.7209846707891561	0.5012406539352614	0.8020435719664512
rank_genes__agnostic	standard_lodo	GSE28702	affymetrix	False	True	918	42	41	0.45000000000000007	0.5638792102206737	0.5605185660485137	0.1806039488966318	0.5903019744483159
rank_genes__agnostic	standard_lodo	GSE32646	affymetrix	False	True	918	27	88	0.45999999999999996	0.5875420875420876	0.30729248107600693	0.10739692649488952	0.5633417508417509
rank_genes__agnostic	standard_lodo	GSE35640	affymetrix	False	True	918	22	34	0.45000000000000007	0.5213903743315508	0.4248049409366862	-0.07312724241271307	0.46256684491978606
rank_genes__agnostic	standard_lodo	GSE37946	affymetrix	False	True	918	27	23	0.48	0.7037037037037036	0.6996528837707732	0.2608360150191666	0.604669887278583
rank_genes__agnostic	standard_lodo	GSE41998	affymetrix	False	True	918	201	5	0.47	0.536318407960199	0.9818867240689237	0.023883404904698168	0.5343283582089553
rank_genes__agnostic	standard_lodo	GSE44272	agilent	False	True	918	35	18	0.44000000000000006	0.5142857142857143	0.6762836375232658	0.01075828707279838	0.5055555555555555
rank_genes__agnostic	standard_lodo	GSE4779	agilent	False	True	918	39	63	0.47	0.9796499796499796	0.9754466607296886	0.8959004429201081	0.9456654456654456
rank_genes__agnostic	standard_lodo	GSE48905	affymetrix	False	True	918	15	24	0.44000000000000006	0.4916666666666667	0.37210641574209596	0.2033125151976111	0.6041666666666666
rank_genes__agnostic	standard_lodo	GSE50948	affymetrix	False	True	918	53	103	0.45000000000000007	0.5048543689320388	0.4387215420797143	-0.00486015023888956	0.4974354277340172
rank_genes__agnostic	standard_lodo	GSE5122	affymetrix	False	True	918	4	53	0.45000000000000007	0.7075471698113207	0.2450657894736842	0.15203028496707427	0.6485849056603774
rank_genes__agnostic	standard_lodo	GSE62321	affymetrix	False	True	918	26	31	0.48	0.4863523573200993	0.49930677532176204	-0.05811580616178375	0.48697270471464016
rank_genes__agnostic	standard_lodo	GSE63885	affymetrix	False	True	918	65	3	0.45000000000000007	0.36923076923076925	0.9531971465279521	0.0528616839787318	0.5641025641025641
rank_genes__agnostic	standard_lodo	GSE65021	agilent	False	True	918	31	9	0.52	0.6523297491039426	0.8484435737952974	0.022628141110071023	0.5089605734767024
rank_genes__agnostic	standard_lodo	GSE66999	agilent	False	True	918	70	6	0.49	0.5738095238095239	0.9497570068009342	0.18090680674665816	0.65
rank_genes__agnostic	standard_lodo	GSE6861	agilent	False	True	918	66	95	0.45999999999999996	0.8773524720893142	0.813329800235349	0.642375287259996	0.8225677830940988
rank_genes__agnostic	standard_lodo	GSE68871	affymetrix	False	True	918	97	21	0.45000000000000007	0.6843397152675503	0.8790807259988503	0.19018938336898086	0.6212567501227295
rank_genes__agnostic	standard_lodo	GSE72970	affymetrix	False	True	918	63	61	0.47	0.49752797293780904	0.550446044379918	-0.01962436737711207	0.4903721051262035
rank_genes__agnostic	standard_lodo	GSE73578	affymetrix	False	True	918	40	23	0.45999999999999996	0.46956521739130436	0.632422722286911	0.008557250996811162	0.5043478260869565
rank_genes__agnostic	standard_lodo	GSE76360	agilent	False	True	918	66	30	0.48	0.5696969696969697	0.7228610100157155	0.01818181818181818	0.509090909090909
rank_genes__agnostic	standard_lodo	GSE82172	agilent	False	True	918	21	131	0.44000000000000006	0.4274809160305344	0.12085792565953721	-0.02433606993717225	0.48237004725554344
rank_genes__agnostic	standard_lodo	GSE8970	affymetrix	False	True	918	13	13	0.47	0.47928994082840237	0.506059922983	0.08084520834544433	0.5384615384615384
rank_genes__agnostic	standard_lodo	ISPY2	agilent	False	True	918	319	669	0.44000000000000006	0.5151890015041398	0.33114911755969045	0.030336072256463596	0.5160418160263529
rank_genes__platform_covariate	standard_lodo	BrighTNess	rnaseq	False	True	921	236	246	0.49	0.6117541683891415	0.598331126496584	0.1311999739503908	0.5646100316935373
rank_genes__platform_covariate	standard_lodo	GSE104645	agilent	False	True	921	112	14	0.45999999999999996	0.5306122448979592	0.9034617946705967	0.02258769757263128	0.5133928571428571
rank_genes__platform_covariate	standard_lodo	GSE104958	rnaseq	False	True	921	12	34	0.45000000000000007	0.6740196078431372	0.4664349338884943	0.30601257375291313	0.6715686274509804
rank_genes__platform_covariate	standard_lodo	GSE109211	agilent	False	True	921	42	98	0.43000000000000005	0.45189504373177836	0.2652082558409599	-0.025031308716087945	0.48639455782312924
rank_genes__platform_covariate	standard_lodo	GSE131978	affymetrix	False	True	921	18	19	0.48	0.4590643274853801	0.5128934187643082	-0.029325639294907786	0.4853801169590643
rank_genes__platform_covariate	standard_lodo	GSE14615	affymetrix	False	True	921	6	14	0.43000000000000005	0.25	0.2344602157102157	-0.3563483225498992	0.30952380952380953
rank_genes__platform_covariate	standard_lodo	GSE14671	affymetrix	False	True	921	41	18	0.47	0.6300813008130081	0.7405611360037526	0.130310973857842	0.5684281842818428
rank_genes__platform_covariate	standard_lodo	GSE173263	agilent	False	True	921	29	10	0.49	0.6586206896551724	0.8637092310683294	0.13162717099416835	0.5741379310344827
rank_genes__platform_covariate	standard_lodo	GSE19293	affymetrix	False	True	921	24	28	0.48	0.5550595238095238	0.5152176132160725	0.012651641222001362	0.5059523809523809
rank_genes__platform_covariate	standard_lodo	GSE20181	affymetrix	False	True	921	110	44	0.45999999999999996	0.27685950413223137	0.6105913529221503	-0.2333141313143457	0.3977272727272727
rank_genes__platform_covariate	standard_lodo	GSE20194	affymetrix	False	True	921	56	222	0.45000000000000007	0.9609877734877735	0.8881861010423647	0.7263608138889447	0.8702541827541828
rank_genes__platform_covariate	standard_lodo	GSE20271	affymetrix	False	True	921	26	152	0.48	0.7808704453441296	0.43057127627611647	0.3128104740591472	0.7168522267206479
rank_genes__platform_covariate	standard_lodo	GSE21974	agilent	False	True	921	18	39	0.49	0.5797720797720798	0.4696460125012645	0.18507507734101922	0.5982905982905984
rank_genes__platform_covariate	standard_lodo	GSE22093	affymetrix	False	True	921	28	69	0.48	0.7049689440993788	0.5538100727075214	0.29393008339731036	0.6312111801242236
rank_genes__platform_covariate	standard_lodo	GSE23988	affymetrix	False	True	921	20	41	0.45999999999999996	0.9719512195121951	0.9547448138675763	0.7743615693643384	0.8628048780487805
rank_genes__platform_covariate	standard_lodo	GSE25066	affymetrix	False	True	921	99	389	0.45000000000000007	0.8948612084858871	0.7376851725245057	0.5651530722247007	0.8143387603541845
rank_genes__platform_covariate	standard_lodo	GSE28702	affymetrix	False	True	921	42	41	0.45000000000000007	0.6103368176538908	0.569101244609443	0.1806039488966318	0.5903019744483159
rank_genes__platform_covariate	standard_lodo	GSE32646	affymetrix	False	True	921	27	88	0.48	0.6304713804713804	0.3874552190077092	0.1443838441717271	0.5831228956228955
rank_genes__platform_covariate	standard_lodo	GSE35640	affymetrix	False	True	921	22	34	0.44000000000000006	0.606951871657754	0.4735044588447738	0.1907748741900598	0.5975935828877006
rank_genes__platform_covariate	standard_lodo	GSE37946	affymetrix	False	True	921	27	23	0.43000000000000005	0.6457326892109501	0.6754230620131241	0.08965566615067383	0.5394524959742351
rank_genes__platform_covariate	standard_lodo	GSE41998	affymetrix	False	True	921	201	5	0.5	0.4358208955223881	0.9772458429530168	0.014025995974833255	0.5194029850746269
rank_genes__platform_covariate	standard_lodo	GSE44272	agilent	False	True	921	35	18	0.43000000000000005	0.43492063492063493	0.692247673484001	-0.09555330859059091	0.45
rank_genes__platform_covariate	standard_lodo	GSE4779	agilent	False	True	921	39	63	0.49	0.9922669922669923	0.9878760312018231	0.8541735729758838	0.924908424908425
rank_genes__platform_covariate	standard_lodo	GSE48905	affymetrix	False	True	921	15	24	0.49	0.46111111111111114	0.36187954060265887	-0.04225771273642583	0.47916666666666663
rank_genes__platform_covariate	standard_lodo	GSE50948	affymetrix	False	True	921	53	103	0.47	0.47957501373878	0.34154992047837873	-0.06655554695743075	0.46510349880930574
rank_genes__platform_covariate	standard_lodo	GSE5122	affymetrix	False	True	921	4	53	0.47	0.6698113207547169	0.2373345740281224	0.0439280559493067	0.5424528301886793
rank_genes__platform_covariate	standard_lodo	GSE62321	affymetrix	False	True	921	26	31	0.45999999999999996	0.40446650124069483	0.41076988188809155	-0.13507594754117175	0.4379652605459057
rank_genes__platform_covariate	standard_lodo	GSE63885	affymetrix	False	True	921	65	3	0.45999999999999996	0.4256410256410257	0.9435300734875272	0.027980291597052155	0.5333333333333333
rank_genes__platform_covariate	standard_lodo	GSE65021	agilent	False	True	921	31	9	0.45000000000000007	0.6057347670250897	0.8205933434056785	0.0905982365507463	0.5412186379928315
rank_genes__platform_covariate	standard_lodo	GSE66999	agilent	False	True	921	70	6	0.44000000000000006	0.6357142857142858	0.951150636586146	0.08664932651430271	0.5738095238095238
rank_genes__platform_covariate	standard_lodo	GSE6861	agilent	False	True	921	66	95	0.43000000000000005	0.8665071770334928	0.8188022286024774	0.5682139851034405	0.7863636363636364
rank_genes__platform_covariate	standard_lodo	GSE68871	affymetrix	False	True	921	97	21	0.48	0.6701030927835052	0.8827443613174079	0.12344143262368679	0.5748649975454099
rank_genes__platform_covariate	standard_lodo	GSE72970	affymetrix	False	True	921	63	61	0.45999999999999996	0.4936247723132968	0.53769557416509	-0.01898144995153572	0.49063231850117095
rank_genes__platform_covariate	standard_lodo	GSE73578	affymetrix	False	True	921	40	23	0.48	0.35108695652173916	0.5868862984894705	-0.22573873591810953	0.38315217391304346
rank_genes__platform_covariate	standard_lodo	GSE76360	agilent	False	True	921	66	30	0.48	0.5838383838383838	0.7758528887779255	0.14402304553107498	0.5681818181818182
rank_genes__platform_covariate	standard_lodo	GSE82172	agilent	False	True	921	21	131	0.49	0.3798618684114867	0.12056524594327322	-0.07113468506236634	0.4491094147582697
rank_genes__platform_covariate	standard_lodo	GSE8970	affymetrix	False	True	921	13	13	0.49	0.6213017751479291	0.6526748835959362	0.260132990857236	0.6153846153846154
rank_genes__platform_covariate	standard_lodo	ISPY2	agilent	False	True	921	319	669	0.41000000000000003	0.5330231337653635	0.3461737000698791	0.05202417379936729	0.5270651465950678
ssgsea_only__agnostic	standard_lodo	BrighTNess	rnaseq	False	True	47	236	246	0.47	0.5631287033209316	0.544523162536098	0.056851538125662286	0.5283691608102522
ssgsea_only__agnostic	standard_lodo	GSE104645	agilent	False	True	47	112	14	0.45000000000000007	0.5625	0.9127079333806667	0.0	0.5
ssgsea_only__agnostic	standard_lodo	GSE104958	rnaseq	False	True	47	12	34	0.45999999999999996	0.5441176470588236	0.48468588124257317	0.09901475429766743	0.5563725490196079
ssgsea_only__agnostic	standard_lodo	GSE109211	agilent	False	True	47	42	98	0.45999999999999996	0.5838192419825072	0.3494759356798	0.0657951694959769	0.5357142857142857
ssgsea_only__agnostic	standard_lodo	GSE131978	affymetrix	False	True	47	18	19	0.45000000000000007	0.391812865497076	0.43754107084495875	-0.07917922609625103	0.4605263157894737
ssgsea_only__agnostic	standard_lodo	GSE14615	affymetrix	False	True	47	6	14	0.45000000000000007	0.40476190476190477	0.28919054801407745	-0.0657951694959769	0.4642857142857143
ssgsea_only__agnostic	standard_lodo	GSE14671	affymetrix	False	True	47	41	18	0.44000000000000006	0.4173441734417344	0.7240810002334572	-0.12120864305257124	0.4349593495934959
ssgsea_only__agnostic	standard_lodo	GSE173263	agilent	False	True	47	29	10	0.44000000000000006	0.40689655172413797	0.7190886113848483	-0.13162717099416835	0.42586206896551726
ssgsea_only__agnostic	standard_lodo	GSE19293	affymetrix	False	True	47	24	28	0.44000000000000006	0.43452380952380953	0.49377161102094363	-0.22184215999396067	0.39285714285714285
ssgsea_only__agnostic	standard_lodo	GSE20181	affymetrix	False	True	47	110	44	0.45000000000000007	0.4987603305785124	0.7019325067136638	-0.03379108824764093	0.4818181818181818
ssgsea_only__agnostic	standard_lodo	GSE20194	affymetrix	False	True	47	56	222	0.45999999999999996	0.7705920205920206	0.4486328201934084	0.35598815100731285	0.6977960102960103
ssgsea_only__agnostic	standard_lodo	GSE20271	affymetrix	False	True	47	26	152	0.45999999999999996	0.6609311740890689	0.25749492357697273	0.19528169144847163	0.625
ssgsea_only__agnostic	standard_lodo	GSE21974	agilent	False	True	47	18	39	0.45999999999999996	0.6054131054131054	0.42534785740518266	0.059824136234447614	0.532051282051282
ssgsea_only__agnostic	standard_lodo	GSE22093	affymetrix	False	True	47	28	69	0.45999999999999996	0.6614906832298136	0.4641417463312141	0.16275184700483314	0.5804865424430642
ssgsea_only__agnostic	standard_lodo	GSE23988	affymetrix	False	True	47	20	41	0.45000000000000007	0.8865853658536585	0.8305053973803975	0.7732204036698818	0.875609756097561
ssgsea_only__agnostic	standard_lodo	GSE25066	affymetrix	False	True	47	99	389	0.48	0.7190153462647035	0.45228888856036636	0.21535305409526204	0.6262885928695697
ssgsea_only__agnostic	standard_lodo	GSE28702	affymetrix	False	True	47	42	41	0.45999999999999996	0.5679442508710801	0.5333156737718343	0.06290896835803934	0.531068524970964
ssgsea_only__agnostic	standard_lodo	GSE32646	affymetrix	False	True	47	27	88	0.45000000000000007	0.5795454545454546	0.3232308625846122	0.09212846639876111	0.5532407407407407
ssgsea_only__agnostic	standard_lodo	GSE35640	affymetrix	False	True	47	22	34	0.45999999999999996	0.4652406417112299	0.4415443891762961	-0.05396050848305931	0.47459893048128343
ssgsea_only__agnostic	standard_lodo	GSE37946	affymetrix	False	True	47	27	23	0.44000000000000006	0.5619967793880837	0.5714970119484106	0.0234083603222329	0.5112721417069244
ssgsea_only__agnostic	standard_lodo	GSE41998	affymetrix	False	True	47	201	5	0.44000000000000006	0.4597014925373134	0.9738332820304676	-0.04742067350642969	0.4318407960199005
ssgsea_only__agnostic	standard_lodo	GSE44272	agilent	False	True	47	35	18	0.45000000000000007	0.5492063492063493	0.7304548216422333	-0.07069731504981792	0.4634920634920635
ssgsea_only__agnostic	standard_lodo	GSE4779	agilent	False	True	47	39	63	0.45000000000000007	0.8612128612128612	0.7692303320796839	0.5361725119159574	0.7619047619047619
ssgsea_only__agnostic	standard_lodo	GSE48905	affymetrix	False	True	47	15	24	0.45999999999999996	0.5194444444444444	0.3851503527208198	-0.07027283689263064	0.4666666666666667
ssgsea_only__agnostic	standard_lodo	GSE50948	affymetrix	False	True	47	53	103	0.45000000000000007	0.4958783660010991	0.35139660106562887	-0.014618972450160956	0.49230628320205166
ssgsea_only__agnostic	standard_lodo	GSE5122	affymetrix	False	True	47	4	53	0.47	0.6698113207547169	0.22923114119922633	0.12115335490652102	0.6084905660377358
ssgsea_only__agnostic	standard_lodo	GSE62321	affymetrix	False	True	47	26	31	0.45999999999999996	0.3945409429280397	0.4428825133123987	0.05811580616178375	0.5130272952853598
ssgsea_only__agnostic	standard_lodo	GSE63885	affymetrix	False	True	47	65	3	0.45000000000000007	0.558974358974359	0.9664023519574076	-0.011397093792499188	0.48717948717948717
ssgsea_only__agnostic	standard_lodo	GSE65021	agilent	False	True	47	31	9	0.45000000000000007	0.48387096774193544	0.8030598177328133	-0.032968875588575065	0.48028673835125446
ssgsea_only__agnostic	standard_lodo	GSE66999	agilent	False	True	47	70	6	0.44000000000000006	0.42857142857142855	0.9138877301386987	0.029077034229356452	0.5261904761904762
ssgsea_only__agnostic	standard_lodo	GSE6861	agilent	False	True	47	66	95	0.45000000000000007	0.7452950558213717	0.6371118591413991	0.3580542264752791	0.6790271132376395
ssgsea_only__agnostic	standard_lodo	GSE68871	affymetrix	False	True	47	97	21	0.45000000000000007	0.49337260677466865	0.8420324449409161	-0.025292087468472717	0.4835542464408444
ssgsea_only__agnostic	standard_lodo	GSE72970	affymetrix	False	True	47	63	61	0.44000000000000006	0.45251105906843614	0.4705675223053272	-0.0040221825292168145	0.49804839968774395
ssgsea_only__agnostic	standard_lodo	GSE73578	affymetrix	False	True	47	40	23	0.45000000000000007	0.4217391304347826	0.6317186398952007	-0.14276006018004017	0.4266304347826087
ssgsea_only__agnostic	standard_lodo	GSE76360	agilent	False	True	47	66	30	0.45000000000000007	0.5065656565656566	0.7112093729382389	0.05096471914376255	0.5272727272727272
ssgsea_only__agnostic	standard_lodo	GSE82172	agilent	False	True	47	21	131	0.45999999999999996	0.47909850963286077	0.16220950645018084	-0.003263796567982233	0.4976372228280625
ssgsea_only__agnostic	standard_lodo	GSE8970	affymetrix	False	True	47	13	13	0.44000000000000006	0.38461538461538464	0.4755886770125408	-0.1543033499620919	0.42307692307692313
ssgsea_only__agnostic	standard_lodo	ISPY2	agilent	False	True	47	319	669	0.5	0.4852139767865761	0.3198879111839592	-0.01704260762331228	0.4910688764871539
singscore_only__agnostic	standard_lodo	BrighTNess	rnaseq	False	True	47	236	246	0.45000000000000007	0.581404161499242	0.5503474074828709	0.1473541307736823	0.5734635524321345
singscore_only__agnostic	standard_lodo	GSE104645	agilent	False	True	47	112	14	0.44000000000000006	0.5963010204081632	0.9256166317824959	0.1733438113203841	0.6339285714285714
singscore_only__agnostic	standard_lodo	GSE104958	rnaseq	False	True	47	12	34	0.45999999999999996	0.4779411764705882	0.3304386531833196	0.051856297884173154	0.5294117647058824
singscore_only__agnostic	standard_lodo	GSE109211	agilent	False	True	47	42	98	0.45000000000000007	0.6328960155490767	0.3758472594387829	0.2182178902359924	0.6190476190476191
singscore_only__agnostic	standard_lodo	GSE131978	affymetrix	False	True	47	18	19	0.45000000000000007	0.456140350877193	0.46165039626662435	0.029325639294907786	0.5146198830409356
singscore_only__agnostic	standard_lodo	GSE14615	affymetrix	False	True	47	6	14	0.45999999999999996	0.5	0.4578895154553049	-0.022875450543583874	0.48809523809523814
singscore_only__agnostic	standard_lodo	GSE14671	affymetrix	False	True	47	41	18	0.45000000000000007	0.4363143631436315	0.6582520300473783	-0.06911795253519318	0.4627371273712737
singscore_only__agnostic	standard_lodo	GSE173263	agilent	False	True	47	29	10	0.45000000000000007	0.6586206896551725	0.8442789035887256	0.21990346009200396	0.6258620689655172
singscore_only__agnostic	standard_lodo	GSE19293	affymetrix	False	True	47	24	28	0.45000000000000007	0.49404761904761896	0.5229523496502626	0.181428752857415	0.5892857142857143
singscore_only__agnostic	standard_lodo	GSE20181	affymetrix	False	True	47	110	44	0.44000000000000006	0.4832644628099173	0.703437243111461	-0.004342084214324218	0.4977272727272727
singscore_only__agnostic	standard_lodo	GSE20194	affymetrix	False	True	47	56	222	0.45999999999999996	0.8482142857142857	0.6254881924658823	0.4686337731086594	0.7582046332046333
singscore_only__agnostic	standard_lodo	GSE20271	affymetrix	False	True	47	26	152	0.45999999999999996	0.6500506072874495	0.2598487020716439	0.16009936242232997	0.6024797570850202
singscore_only__agnostic	standard_lodo	GSE21974	agilent	False	True	47	18	39	0.45000000000000007	0.5612535612535613	0.40500966737640254	0.1086310236566852	0.5576923076923077
singscore_only__agnostic	standard_lodo	GSE22093	affymetrix	False	True	47	28	69	0.47	0.6640786749482402	0.4698760300845438	0.14394201905538087	0.5665113871635611
