feature	mean_abs_shap	mean_shap	category	direction
SNAP25	0.016976269434579347	-0.000282539570170968	gene_expression	resistance
AURKB	0.01690074750347168	-0.0013024663858389022	gene_expression	resistance
SIRT3	0.01689042650416308	0.001037906284788075	gene_expression	response
RPA3	0.016793502961175055	-0.0013376536767127389	gene_expression	resistance
FOXJ3	0.016438672881636935	0.00038479194098942456	gene_expression	response
BID	0.01639003480715559	0.00048016677079486324	gene_expression	response
CISD1	0.016343436037248676	-3.016912545380816e-05	gene_expression	resistance
CFLAR	0.01633893248966387	0.0016436460520888334	gene_expression	response
NUCB2	0.016146550224104748	0.000407968802727402	gene_expression	response
SCAND1	0.015978031362485434	0.0010725857440112908	gene_expression	response
SATB1	0.01593681251022238	-0.0005865177976178204	gene_expression	resistance
DFFA	0.015922844535510468	0.00013541900262597681	gene_expression	response
BMP4	0.015838476857128133	-0.0004957698192943295	gene_expression	resistance
POLE2	0.015797469347294927	-0.0007584002739651562	gene_expression	resistance
UBE3C	0.015558790704081194	0.0012951648439866624	gene_expression	response
CD320	0.015526769040048556	-0.0009321448644516258	gene_expression	resistance
YTHDF1	0.0154728894759285	-0.0005001564097275688	gene_expression	resistance
singscore_Apical Surface	0.015394348613965964	-2.7050465596799847e-05	singscore_pathway	resistance
FBXO7	0.015368352084873674	0.0011639239498983916	gene_expression	response
NUP85	0.015258272246486007	-0.0012847177131406695	gene_expression	resistance
CCNA1	0.015200861628506186	-0.00013245065635764572	gene_expression	resistance
CBLB	0.015111137290223321	-0.00019331537211661842	gene_expression	resistance
ETFB	0.015066206341022646	-0.00013363071952259773	gene_expression	resistance
DECR1	0.014874244937821177	0.002044613856348438	gene_expression	response
RAP1GAP	0.01478793980202878	0.0010958923158214597	gene_expression	response
IGF2BP2	0.014746591002029316	-0.00034393310818521983	gene_expression	resistance
MAPK13	0.014626206580308311	-0.0002503541501370976	gene_expression	resistance
HDAC6	0.014553907564667541	-0.0004080625890912971	gene_expression	resistance
VPS72	0.014546311499958395	9.796622994845397e-05	gene_expression	response
SUV39H1	0.014344451682624503	0.0008413044363179707	gene_expression	response
GMNN	0.014333909705151788	-0.000587318935140944	gene_expression	resistance
TIMM9	0.014142123018862779	0.00014766444304544271	gene_expression	response
singscore_PI3K/AKT/mTOR  Signaling	0.013961987396112159	0.00120664933392535	singscore_pathway	response
CDC42	0.013937006315001178	0.0009677937255181781	gene_expression	response
ITFG1	0.013861952775307317	0.000420028051643986	gene_expression	response
HES1	0.013724082752294262	-0.0006549843212657206	gene_expression	resistance
TCTN1	0.013648155528639745	0.0015603957595346375	gene_expression	response
SLC1A4	0.013546453393367089	-0.00020075555646216023	gene_expression	resistance
CHEK2	0.013546065769711934	0.00016549160612878186	gene_expression	response
EIF4EBP1	0.013517132387828595	-0.0009319991077520188	gene_expression	resistance
ACOT9	0.013387628639137918	0.00027463379935319614	gene_expression	response
TFAP2A	0.01335818386869258	-8.076573644949754e-05	gene_expression	resistance
ACLY	0.013352007973565548	0.0006351016210008461	gene_expression	response
HERPUD1	0.01333480883727337	-0.000449658128342951	gene_expression	resistance
AARS	0.013329130940607307	0.0011207566596059748	gene_expression	response
TLR4	0.01331825469069663	0.00042451016569117656	gene_expression	response
GRB7	0.013227791436992273	0.00045971824026540205	gene_expression	response
SDHB	0.013024237153393051	-0.000454170631577155	gene_expression	resistance
VPS28	0.012979800763640725	0.00045121760331024656	gene_expression	response
BECN1	0.012897726127783954	-0.00021491736251147897	gene_expression	resistance
NUDT9	0.01285671712442693	-0.00024926735147229323	gene_expression	resistance
USP22	0.012756556870910209	-0.000514832374273494	gene_expression	resistance
PYGL	0.012716276577770299	-6.474047805515896e-05	gene_expression	resistance
ADAT1	0.01245797525751116	-0.0003491141922788579	gene_expression	resistance
PIN1	0.012439291198957552	-9.19597092830801e-05	gene_expression	resistance
HEBP1	0.012434479494728859	0.0005928051217285403	gene_expression	response
FOXO4	0.012417319349643284	0.0007036634731220345	gene_expression	response
KDELR2	0.012325206574151164	0.0005312111635097401	gene_expression	response
MYO10	0.012291070812084843	-0.00024043321977996435	gene_expression	resistance
BAG3	0.01228672271129761	7.520937779209758e-05	gene_expression	response
GNPDA1	0.012267614939507893	0.0009045269613860502	gene_expression	response
CCNF	0.012225586194436264	0.0006100514649742702	gene_expression	response
HAT1	0.012217876514330322	-0.0006749959211577476	gene_expression	resistance
PHKA1	0.012203322494717748	0.0006691638406734871	gene_expression	response
CENPE	0.012135510781054383	-0.000847186087844552	gene_expression	resistance
FBXO11	0.011983511327638157	-0.0002943892215068042	gene_expression	resistance
GRB10	0.01186083387235615	0.0007450823215103412	gene_expression	response
TOMM34	0.011793403892785449	-0.0006584790306987969	gene_expression	resistance
TICAM1	0.01178241449644564	9.953746147640558e-05	gene_expression	response
INSIG1	0.011776936013235593	-0.0001467042992502687	gene_expression	resistance
DYNLT3	0.011657322806523129	-0.0011221744509956368	gene_expression	resistance
EZH2	0.011605604086501306	0.0007093152831164966	gene_expression	response
singscore_E2F Targets	0.011460826165952395	-0.0012408152641385983	singscore_pathway	resistance
CEP57	0.011438805792098446	-0.0001434413909008224	gene_expression	resistance
HTATSF1	0.01141219599812999	6.464487350141507e-05	gene_expression	response
ZNF318	0.011331173823469522	-0.0005064172989742967	gene_expression	resistance
GFOD1	0.0113034583090232	-0.0007321026511934507	gene_expression	resistance
PIP4K2B	0.01107080299960434	-0.0001278259002044965	gene_expression	resistance
TOP2A	0.010884843495796317	0.0007517630579687288	gene_expression	response
RTN2	0.010863172099138372	-0.00029197323916178814	gene_expression	resistance
ZNF586	0.01084529427054817	0.00032981381733706525	gene_expression	response
KIT	0.010816077472536503	0.0010094382933294721	gene_expression	response
COPB2	0.010792665077010814	4.8308100435602135e-05	gene_expression	response
TSPAN4	0.010697235470722412	0.0006517799976479281	gene_expression	response
POLR1C	0.01065848520876842	0.00036528018112410345	gene_expression	response
singscore_IL-6/JAK/STAT3 Signaling	0.010559676110905022	-0.00041430719807239533	singscore_pathway	resistance
DNAJB2	0.010485895257850106	-0.0001708952722167628	gene_expression	resistance
ACD	0.010477946563257816	-5.466477996345065e-05	gene_expression	resistance
NVL	0.01043632847985945	-0.0002890336619297941	gene_expression	resistance
IL13RA1	0.010341557381334424	-0.00022574289304644945	gene_expression	resistance
MAMLD1	0.010334281994198771	0.0006750768869800455	gene_expression	response
BACE2	0.010329959079959958	-0.00034074950776666227	gene_expression	resistance
MAPK1IP1L	0.010259895383182466	0.0008249641198093527	gene_expression	response
PAFAH1B1	0.010241942267302991	0.0001403886106856488	gene_expression	response
singscore_Allograft Rejection	0.010221759040437501	-0.0028646007943949037	singscore_pathway	resistance
CERK	0.010144290588958731	0.00014463207359847796	gene_expression	response
CTNND1	0.010143122069060097	9.830646012081296e-05	gene_expression	response
RPS5	0.010140172199375989	-0.0007245199597249489	gene_expression	resistance
BLVRA	0.010006523223726185	9.690264946798527e-05	gene_expression	response
PRKCQ	0.009973432719212624	0.00035511195029941215	gene_expression	response
ATMIN	0.009935183763999794	-0.0006623348170425535	gene_expression	resistance
HIF1A	0.009873630296208686	-0.00011095078183529782	gene_expression	resistance
CEBPA	0.009870236781077815	-0.00020848137334505588	gene_expression	resistance
STAP2	0.009842899138713359	-0.0001805164250813824	gene_expression	resistance
EPHA3	0.009786276927322838	0.0004546947795573356	gene_expression	response
TBXA2R	0.009774189415931655	-0.0005283812718838364	gene_expression	resistance
ANXA7	0.009734403311864311	-0.00066883692542498	gene_expression	resistance
DHX29	0.00973184777730857	-0.0002331364663701551	gene_expression	resistance
COG7	0.009682119104967057	0.00025208073187021917	gene_expression	response
CD58	0.009603768956918035	-0.00025124801178514494	gene_expression	resistance
singscore_TGF-beta Signaling	0.00959715219736102	0.0005588773758760722	singscore_pathway	response
IDE	0.009576872285397903	0.0003281131322843906	gene_expression	response
ZMYM2	0.009517787002773908	-0.00020145535323778395	gene_expression	resistance
TCFL5	0.009489321408348236	-0.00018265095970605534	gene_expression	resistance
DAXX	0.009420368676064017	0.0008255125872652916	gene_expression	response
STX1A	0.009411524781218447	-0.00010048236202141184	gene_expression	resistance
MBNL2	0.009345244672866085	-0.00048021367927791436	gene_expression	resistance
PTPRC	0.009332172060027365	0.0006666299486242187	gene_expression	response
RB1	0.009329124783426858	-0.001232029798536259	gene_expression	resistance
LBR	0.009265122684686544	0.00016537563322444003	gene_expression	response
DNTTIP2	0.009245636363647046	-0.00033417920943087535	gene_expression	resistance
MNAT1	0.00924551498674285	0.0003134006880033453	gene_expression	response
IGF2R	0.009209289817967163	-0.0007104954790497231	gene_expression	resistance
PTPN6	0.009162438103977167	-0.0001220553256413281	gene_expression	resistance
PRKCD	0.009058803826487584	0.00010311555636999764	gene_expression	response
ABCC5	0.009041601772773066	0.0003927391244191075	gene_expression	response
ITGB1BP1	0.009003872995402312	-0.00022592837226793845	gene_expression	resistance
IKBKE	0.00899922246444709	0.0004405590949438042	gene_expression	response
COG2	0.00895377494615062	0.0003717600539709216	gene_expression	response
MYC	0.00894914599785675	-0.0007477186253608999	gene_expression	resistance
JMJD6	0.008896500940984271	-0.00028769107906593817	gene_expression	resistance
KLHL9	0.008834688494810115	3.921766928038121e-05	gene_expression	response
CDK4	0.008833824097657851	0.0006368107970031476	gene_expression	response
LPGAT1	0.008754208324254463	0.0001934619633009864	gene_expression	response
ITGAE	0.008731961768586774	-2.831837309425631e-05	gene_expression	resistance
TMEM5	0.008718625796244826	0.0005767627617296722	gene_expression	response
FGFR4	0.008612389806815323	-0.00025622558018280935	gene_expression	resistance
HIST1H2BK	0.008604703325006253	-0.00038929735939308233	gene_expression	resistance
TPD52L2	0.008515311491131234	0.00016819550134332604	gene_expression	response
UBE2J1	0.00846868236598283	0.00013755253475944196	gene_expression	response
ARID5B	0.008423354221791595	0.0005094294703706551	gene_expression	response
PGM1	0.008413793296664134	-0.00013946289893400826	gene_expression	resistance
PLS1	0.00837451544994352	-0.0007259091600625315	gene_expression	resistance
singscore_Apical Junction	0.008370296156721434	3.484195190899705e-05	singscore_pathway	response
PCK2	0.008365616254498776	0.00034176900225438056	gene_expression	response
singscore_Mitotic Spindle	0.008340977389514271	-0.00031373497095771785	singscore_pathway	resistance
IQGAP1	0.008239012175883378	0.0001633025151301703	gene_expression	response
UBE2L6	0.00804310819574383	-2.133739280143837e-06	gene_expression	resistance
UBR7	0.008029818511607412	0.0007902650594846705	gene_expression	response
PSMD9	0.007893330444387359	-0.0003055477569302238	gene_expression	resistance
STK10	0.007884374827909624	-0.0004454551443404938	gene_expression	resistance
HOMER2	0.007876672778786896	-0.00044268675320268183	gene_expression	resistance
PIK3C3	0.007810820050002595	0.0002294969177366371	gene_expression	response
GDPD5	0.007786250566697079	0.0002837274707674039	gene_expression	response
DNAJB1	0.007680736207031204	0.00012895254439026764	gene_expression	response
RUVBL1	0.00767367400755467	0.00038932331740040794	gene_expression	response
PRAF2	0.007663752939822251	-0.0006543794781556065	gene_expression	resistance
PPP2R5E	0.007651209057306861	0.0002533042215224399	gene_expression	response
NMT1	0.007619561298213817	-0.0006346427586644744	gene_expression	resistance
PHGDH	0.0076098626615682	0.0008953258298812256	gene_expression	response
LYN	0.007594151096595101	0.0004622712793306208	gene_expression	response
TMEM97	0.007572190481788349	-0.0005202028657184337	gene_expression	resistance
ECD	0.007561651756552785	-0.0007387247074228483	gene_expression	resistance
MSRA	0.007558836872895795	-0.0006465092871912608	gene_expression	resistance
DHDDS	0.007545068478896596	0.0006047716752483533	gene_expression	response
NFATC3	0.007533897970483139	0.00022668143425048028	gene_expression	response
SYPL1	0.007470408143391175	0.0002140777095785813	gene_expression	response
POLR2K	0.007466280041618639	2.6716266297048567e-06	gene_expression	response
FAT1	0.0074474656634882	0.0006635112821763925	gene_expression	response
NCK1	0.007446101485284084	0.00011192861836130169	gene_expression	response
LOXL1	0.007409434493065716	-0.00020420268025716994	gene_expression	resistance
SCYL3	0.007389064991371657	0.00033682695895375465	gene_expression	response
RPL39L	0.007385033889198353	-0.00011138968596615127	gene_expression	resistance
PAK1	0.007363310112506174	3.974412737761976e-05	gene_expression	response
ICMT	0.007359468338589454	0.00011046165346007884	gene_expression	response
CD40	0.007269777473715668	-0.00012667807380570511	gene_expression	resistance
IL1B	0.007236604346383388	0.000606185892914007	gene_expression	response
RPN1	0.007206753051953412	0.00021202572725549827	gene_expression	response
TM9SF3	0.007202246413678235	-3.6255307856438554e-05	gene_expression	resistance
TNFRSF21	0.0071902592935302	0.00025725521214261225	gene_expression	response
singscore_mTORC1 Signaling	0.00717937682217245	0.0009935934040532879	singscore_pathway	response
DDX42	0.007177067586893952	-0.0002603354710449602	gene_expression	resistance
USP7	0.007156828663799208	0.00029508460239505396	gene_expression	response
FOSL1	0.007108753234855941	-0.0004162325396758437	gene_expression	resistance
singscore_Notch Signaling	0.007104554386148293	0.00011720289563719406	singscore_pathway	response
EIF5	0.007096537270296688	-0.00031265645628597794	gene_expression	resistance
NET1	0.00709402596247497	6.341708263155979e-05	gene_expression	response
APPBP2	0.007093551827190469	-0.0008272664892006077	gene_expression	resistance
PSMB8	0.007047231375205496	9.088317986446995e-05	gene_expression	response
CLTB	0.007029570149456622	0.00023225844776459886	gene_expression	response
DERA	0.007026923755727014	0.00011660521490630532	gene_expression	response
PLSCR3	0.006987434982756361	1.669325326429271e-05	gene_expression	response
TMED10	0.006976422222716656	0.0003086282838529261	gene_expression	response
FAH	0.006958549710505606	7.077727400061556e-05	gene_expression	response
STXBP1	0.0069350162134285505	0.0001740601934978197	gene_expression	response
NFE2L2	0.0069091427905324096	-0.0001160677799439603	gene_expression	resistance
DNMT1	0.006894186106807749	-0.0007955669728000122	gene_expression	resistance
CCND3	0.006877745340097747	-4.5188130755039125e-06	gene_expression	resistance
TRAPPC6A	0.006831710664999979	-0.0005212616714824202	gene_expression	resistance
TXNL4B	0.006812862932500338	-0.00011756110915396947	gene_expression	resistance
RBM6	0.006792991191895296	-0.0003242444276323593	gene_expression	resistance
FZD1	0.006766269442354475	-0.0004807554802654495	gene_expression	resistance
SORBS3	0.006750779095531226	-0.00014915691245707982	gene_expression	resistance
IKBKB	0.0066922220254932935	5.7242044162349686e-05	gene_expression	response
MBOAT7	0.006689026137578925	0.00035852574949114	gene_expression	response
RAI14	0.0066699838949689436	0.0002268888997089254	gene_expression	response
LAGE3	0.006664131140847792	-0.00015681924869782087	gene_expression	resistance
PRPF4	0.006636000725751152	0.0003422005247933643	gene_expression	response
HSPD1	0.006634158260626545	-0.0008242858969375175	gene_expression	resistance
CASP2	0.006589901066591361	0.0004712152962801947	gene_expression	response
TIMELESS	0.006582944977841266	-0.00018471400969968351	gene_expression	resistance
RALGDS	0.006580392292373556	-0.0004013344014591578	gene_expression	resistance
MVP	0.0065681544405177695	-0.0006579639881980474	gene_expression	resistance
IFNAR1	0.006525287241205195	-0.0005342797410531365	gene_expression	resistance
COL4A1	0.006504059980181381	-6.564938775020279e-05	gene_expression	resistance
LSR	0.006491562806421428	-0.0008929861120528177	gene_expression	resistance
PSMD2	0.006482126967346325	0.0002440928567132891	gene_expression	response
ICAM1	0.006463236946859769	7.013164183061659e-05	gene_expression	response
SOX4	0.006441829042347012	-0.00012991045841123693	gene_expression	resistance
CASK	0.0064383433983017805	-0.0001866047649096756	gene_expression	resistance
EXOSC4	0.006419100913767621	-0.0006523146452682717	gene_expression	resistance
ACAA1	0.006406623487140794	-0.00032818860244302806	gene_expression	resistance
singscore_G2-M Checkpoint	0.0063885761624568205	-0.0004189571276787242	singscore_pathway	resistance
PAK4	0.006386224975180902	9.288035460278652e-05	gene_expression	response
TUBB6	0.006384132458116654	0.00019307377743005521	gene_expression	response
JUN	0.006380001992179239	-0.00025328186297669076	gene_expression	resistance
TES	0.006374698909268	-3.817843706626472e-05	gene_expression	resistance
RAC2	0.006367367754297994	0.0007926269243845649	gene_expression	response
BAMBI	0.006360835469218571	0.00014862817804737113	gene_expression	response
WIPF2	0.006357206737332546	0.0002573506360116238	gene_expression	response
CEBPZ	0.006292309245673565	0.0002483590464133881	gene_expression	response
COPS7A	0.006276803983828025	0.00044100203537801716	gene_expression	response
PLCB3	0.00627262817488414	1.3345843801886407e-05	gene_expression	response
HMGCS1	0.006236026894248427	-7.787067152944438e-05	gene_expression	resistance
CTNNAL1	0.0062351573934505385	0.00033687510366196724	gene_expression	response
MBNL1	0.006217715337856893	-9.330951631976226e-05	gene_expression	resistance
FIS1	0.006173881282846818	0.0005630960829475233	gene_expression	response
singscore_Cholesterol Homeostasis	0.006128633692000003	0.0003537486465874618	singscore_pathway	response
GLOD4	0.006118198266572899	0.0003259616885015435	gene_expression	response
ARFIP2	0.006100042101569924	-3.4282068310446785e-05	gene_expression	resistance
CASP7	0.006097345224583803	-0.00010295925023429408	gene_expression	resistance
CSRP1	0.006083992443852927	-0.00018473028559860293	gene_expression	resistance
TRIM13	0.006079303685769488	-5.93993153217952e-05	gene_expression	resistance
OXCT1	0.00607603904180313	-0.0001679193736573971	gene_expression	resistance
CYTH1	0.0060500033089002595	-9.38432709621902e-05	gene_expression	resistance
PIK3R3	0.006044807435743304	-8.945212153357464e-05	gene_expression	resistance
BRCA1	0.006043161817720485	-0.000439248909326064	gene_expression	resistance
ECH1	0.0060114527959023644	0.00018959321773497466	gene_expression	response
PTPN12	0.005955787797550066	9.375026706809529e-05	gene_expression	response
MAPKAPK3	0.00594541737421425	0.00039144039190008493	gene_expression	response
TBPL1	0.0059322380165107765	0.0007351882691536179	gene_expression	response
CDC20	0.0059061835958342124	0.0010284230524349434	gene_expression	response
FPGS	0.0059027046599249965	0.0005427176874807902	gene_expression	response
MCM3	0.005896420890271685	-5.8665062360372235e-06	gene_expression	resistance
PLA2G15	0.005863717494724183	0.00043697918251585984	gene_expression	response
FASTKD5	0.005862576688491173	0.0004342214877591157	gene_expression	response
PROS1	0.005861752797829758	9.392297908587187e-05	gene_expression	response
NIT1	0.00585101897781057	-0.0003865132910797949	gene_expression	resistance
HOOK2	0.005838776296126121	-0.00022353733000583039	gene_expression	resistance
PPARG	0.005830269753812331	0.00013089476702637912	gene_expression	response
ATF1	0.005813994652462764	0.00030404916770419735	gene_expression	response
NUP133	0.005801655014986312	-0.00037813677188306235	gene_expression	resistance
BNIP3	0.005785393239189446	-0.0002780831047871804	gene_expression	resistance
EPHB2	0.005763826858534999	0.0005486234154788963	gene_expression	response
NRAS	0.005753050353270713	-0.0005109162132615285	gene_expression	resistance
ADAM10	0.005747111146909091	0.00023906200817477762	gene_expression	response
KCTD5	0.005704976462337885	4.783737376337061e-06	gene_expression	response
RELB	0.005676319094046285	-0.000572093989632707	gene_expression	resistance
GNA15	0.005669286924890922	-0.00023353464567134574	gene_expression	resistance
RHOA	0.005657526621109217	-0.0002158070092620873	gene_expression	resistance
OXA1L	0.005627515628928552	0.0001733529598658518	gene_expression	response
ABL1	0.005612601873119119	-0.0001500659907118498	gene_expression	resistance
PXMP2	0.00560931841521214	0.00045069926008042127	gene_expression	response
EED	0.005595144780150454	0.0001704430270161657	gene_expression	response
GTF2E2	0.00558829710921322	9.266560461714949e-05	gene_expression	response
DENND2D	0.005577930700518439	6.135128674092251e-05	gene_expression	response
HSD17B10	0.005576851204942194	-0.0003853149901585641	gene_expression	resistance
singscore_Wnt-beta Catenin Signaling	0.005560640392298233	0.0007204724838487036	singscore_pathway	response
EPB41L2	0.005558842195560167	3.507935619373611e-05	gene_expression	response
MRPL19	0.005544795165404668	-9.717586019496232e-05	gene_expression	resistance
TXLNA	0.005525037821048215	0.00015788592182069697	gene_expression	response
singscore_Fatty Acid Metabolism	0.0054800079564092715	-0.00022360464995617153	singscore_pathway	resistance
CREB1	0.005471095046232305	0.0003897958893830104	gene_expression	response
RPA1	0.005467809925610162	9.683942290528429e-05	gene_expression	response
RBM34	0.005447164219600694	0.0005857681310465062	gene_expression	response
DUSP3	0.005424751103159716	-0.0009525273302962883	gene_expression	resistance
MTFR1	0.005406877305737588	0.000605147502797835	gene_expression	response
TXNRD1	0.005399801370345017	0.0008283941469608406	gene_expression	response
DFFB	0.005397561347654121	-0.0002679985585930992	gene_expression	resistance
CANT1	0.005344579271376912	-0.000245444797904967	gene_expression	resistance
SLC37A4	0.005307195205638784	0.0003518123552940709	gene_expression	response
CREG1	0.005295232509361307	0.00029916651905810516	gene_expression	response
DNAJA3	0.0052858593766984645	0.00039895993747637393	gene_expression	response
MRPS2	0.005242909349754997	-0.00041646148356244857	gene_expression	resistance
UBE2A	0.005236376818077847	-0.0005442774604566731	gene_expression	resistance
PLK1	0.005217356485499169	-0.0007321975571698353	gene_expression	resistance
RBKS	0.0052059922194271436	0.0007315679210944465	gene_expression	response
HEATR1	0.005192157182270686	0.00032732685386297763	gene_expression	response
GPATCH8	0.005191854585043227	-0.00039715952786379674	gene_expression	resistance
HSPA8	0.005185680422526619	0.0007740633861283505	gene_expression	response
NUP93	0.00518503783877543	0.00016644771075328504	gene_expression	response
ATP5S	0.0051656633389664825	0.0001108742172725332	gene_expression	response
SACM1L	0.00516301100549532	0.0003053700326613852	gene_expression	response
MMP1	0.005158251741213188	-0.00021010091713763869	gene_expression	resistance
TSPAN6	0.0051559452836147344	0.000348617981747886	gene_expression	response
MAP4K4	0.005151872123143959	4.783221144868179e-05	gene_expression	response
ID2	0.005150710933110615	0.0001879862222379933	gene_expression	response
singscore_Reactive Oxygen Species Pathway	0.005101965511409576	0.0002809461874065127	singscore_pathway	response
RAB27A	0.005080283524239068	0.0003604036608029217	gene_expression	response
TSPAN3	0.005071902520807058	-3.269107832055704e-07	gene_expression	resistance
MAP2K5	0.005055603391881087	-0.00021585167072951425	gene_expression	resistance
CSK	0.005044685052431993	0.0001978677381526509	gene_expression	response
PFKL	0.004974597656099853	-0.000538780538164266	gene_expression	resistance
SPP1	0.004962596197192733	5.166875307482215e-05	gene_expression	response
PSME1	0.0049528438859573025	-2.882394550304187e-05	gene_expression	resistance
singscore_Glycolysis	0.004928636923553754	-2.0359479280258662e-05	singscore_pathway	resistance
LRP10	0.004910000701063866	-0.0005440803139443069	gene_expression	resistance
AKAP8	0.00489769310309518	6.810606611746731e-05	gene_expression	response
TXNDC9	0.004845847931637039	-0.0002961190558751845	gene_expression	resistance
STAT1	0.004817939975812542	-5.393303917759591e-05	gene_expression	resistance
EXT1	0.004771311601756976	7.492983886098309e-05	gene_expression	response
singscore_Unfolded Protein Response	0.004761419781223788	0.00014336406021245898	singscore_pathway	response
singscore_Estrogen Response Late	0.004747028059037145	-0.00012931100605683882	singscore_pathway	resistance
CCL2	0.004734870955164632	-0.0007577854568671064	gene_expression	resistance
ADO	0.004731025815215967	0.00016993757427724484	gene_expression	response
CAT	0.004725847680847652	6.076680443784907e-05	gene_expression	response
KCNK1	0.004716961204455719	0.0001841778254510882	gene_expression	response
ELOVL6	0.004709449689343753	0.00027517529611085427	gene_expression	response
ME2	0.0046742641172832465	0.0003990266179829477	gene_expression	response
RPIA	0.004661013565061329	-7.648675960546608e-05	gene_expression	resistance
