feature	importance
gene_KDM5A	14
gene_BRD4	14
gene_BCL2	13
gene_SHH	13
gene_BAK1	13
ssgsea_KRAS Signaling Up	13
ssgsea_PI3K/AKT/mTOR  Signaling	13
gene_NR1I2	13
gene_CDKN1A	13
gene_PMAIP1	13
gene_CASP3	13
gene_RAD51	13
gene_CDK4	13
gene_CDC25A	12
gene_CCNA2	12
ssgsea_IL-2/STAT5 Signaling	12
gene_MCL1	12
gene_CDC25C	12
ssgsea_Estrogen Response Late	12
gene_RXRA	12
gene_GLI1	12
gene_UBB	12
gene_RET	12
gene_PLK1	12
gene_HIF1A	12
gene_LRP5	12
gene_CHEK2	11
gene_RRM1	11
gene_ACACA	11
gene_TGFB1	11
gene_AURKA	11
gene_CENPE	11
gene_TYMS	11
gene_JAG1	11
gene_MYD88	11
gene_G6PD	10
gene_BUB1	10
gene_EP300	10
gene_DNMT1	10
gene_RPL13A	10
gene_WEE1	10
gene_KRAS	10
ssgsea_Spermatogenesis	10
gene_HDAC2	10
gene_VHL	10
gene_BRAF	10
gene_HSPA8	10
progeny_TNFa	9
gene_CREBBP	9
gene_ABCG2	9
gene_NEK2	9
gene_HSPA5	9
gene_USP7	9
ssgsea_Interferon Gamma Response	9
gene_TUBB	8
ssgsea_E2F Targets	8
gene_UBE2C	7
gene_TOP2A	7
gene_ACTB	6
gene_KIF11	6
progeny_JAK-STAT	6
progeny_p53	6
ssgsea_IL-6/JAK/STAT3 Signaling	6
gene_FZD1	5
gene_PARP1	5
gene_BCL2L1	5
gene_AURKB	4
ssgsea_Allograft Rejection	4
ssgsea_Myc Targets V1	4
ssgsea_G2-M Checkpoint	1
