feature,importance
DNM1,39
SERPINE1,39
AKR7A2,39
CREG1,39
ADRB2,39
MAP3K4,39
LPAR2,39
ST3GAL5,39
PRKACA,39
NFE2L2,39
SYPL1,39
DUSP4,38
RELB,38
TMEM2,38
TMEM5,38
UBE3C,38
FBXL12,38
NUCB2,38
UFM1,38
DHRS7,38
G3BP1,38
SDHB,38
MAST2,38
PFKL,38
PRUNE,38
SOCS2,38
TMED10,38
ATP6V1D,38
FOSL1,38
DFFA,38
AKAP8L,38
NUP85,38
GALE,38
EIF5,38
PLCB3,37
BACE2,37
SNX7,37
KCNK1,37
PTPN12,37
ATG3,37
FAH,37
ABCF3,37
ATP1B1,37
GADD45A,37
KIF2C,37
TP53BP2,37
CRKL,37
BDH1,37
GATA2,37
NGRN,37
HMGCR,37
STAT1,37
RAD9A,37
DRAP1,37
FBXO21,37
ADAT1,36
PTK2B,36
ADI1,36
CDCA4,36
TOPBP1,36
PDLIM1,36
CEBPZ,36
USP6NL,36
TBXA2R,36
SMARCA4,36
TATDN2,36
TRAPPC3,36
TBP,36
HMGCS1,36
CASC3,36
GTF2E2,36
GRB10,36
PPARD,36
EPB41L2,36
PYCR1,35
TES,35
MAP4K4,35
DENND2D,35
TRAK2,35
CASP2,35
TUBB6,35
APOE,35
BTK,35
DERA,35
PTPRF,35
GOLT1B,35
MRPL12,35
PECR,35
SOX4,35
MVP,35
NMT1,35
SPRED2,35
HAT1,35
ATMIN,34
PTPN6,34
ALDOC,34
PRCP,34
LRRC41,34
PIH1D1,34
TMEM97,34
NFATC4,34
TLR4,34
PAF1,34
SMAD3,34
TXNDC9,34
ITGB1BP1,34
EML3,34
EGF,34
EZH2,34
XPO7,34
CYCS,34
VDAC1,34
KDM5A,34
GTF2A2,33
PTK2,33
POLB,33
ST6GALNAC2,33
CPNE3,33
CPSF4,33
WIPF2,33
TPM1,33
E2F2,33
SCCPDH,33
PIK3C2B,33
GDPD5,33
SLC37A4,33
KIAA0753,33
TRAPPC6A,33
HOOK2,33
AGL,33
LAP3,33
PPARG,33
LRP10,33
STUB1,33
CD320,33
BCL2,32
P4HTM,32
TOMM34,32
UBQLN2,32
TERT,32
STXBP1,32
PRKCD,32
IKBKB,32
OXA1L,32
CCNH,32
ATF1,32
SLC11A2,32
CDK2,32
PAICS,32
WDTC1,32
DNAJB1,32
CCND3,32
RNF167,32
MALT1,32
FCHO1,32
CIAPIN1,32
PWP1,32
CCDC85B,32
ASCC3,32
TSC22D3,32
ADO,32
RALB,32
TRIB3,32
TCEA2,32
STXBP2,31
PRR7,31
DNAJB6,31
ICAM1,31
IFRD2,31
EGR1,31
CDH3,31
LYRM1,31
PLA2G15,31
BLCAP,31
HSPA8,31
S100A13,31
GPATCH8,31
ENOPH1,31
PSMB8,31
CALU,31
TNFRSF21,31
COL4A1,31
FIS1,31
TCTN1,31
PACSIN3,31
CSK,31
FPGS,31
ATP11B,31
APPBP2,31
SLC35A1,31
GSTZ1,31
CDK6,31
RASA1,31
KIF14,31
SESN1,30
EPHB2,30
GNAI2,30
CAB39,30
SPEN,30
TGFBR2,30
SACM1L,30
SNX13,30
DDIT4,30
PCMT1,30
TCTA,30
NOSIP,30
CD40,30
KLHL21,30
ILK,30
LSR,30
STAP2,30
BRCA1,30
SLC25A13,30
CHIC2,30
ARNT2,30
FAT1,30
PSIP1,30
YKT6,30
RB1,30
DPH2,30
RHEB,30
ELAC2,30
BZW2,30
NFKB2,30
NFKBIA,30
RHOA,30
ZNF451,29
DSG2,29
SLC27A3,29
TOR1A,29
ARFIP2,29
RAB27A,29
FAM57A,29
RRP12,29
YTHDF1,29
CIRBP,29
ZNF318,29
SPP1,29
VPS72,29
RBKS,29
GNAI1,29
RSU1,29
PROS1,29
BAX,29
ID2,29
PRSS23,29
NFATC3,29
NUP133,29
ELOVL6,29
IGFBP3,29
NUP93,29
STAT3,29
PSMD4,29
BNIP3L,29
FUT1,29
HSPD1,29
CENPE,29
TLK2,29
HSD17B11,29
POP4,29
GHR,28
C2CD2L,28
POLR2I,28
CASP10,28
WFS1,28
ARHGAP1,28
POLD4,28
RRAGA,28
DNMT3A,28
ASAH1,28
PLSCR3,28
STX1A,28
TERF2IP,28
TP53BP1,28
CNDP2,28
SMC4,28
SLC35B1,28
ELAVL1,28
TM9SF2,28
ATP2C1,28
HIST2H2BE,28
IL13RA1,28
ITFG1,28
SKP1,28
CTNNAL1,28
PHKB,28
NUP62,28
MAP7,28
TLE1,27
CD44,27
NPC1,27
SHC1,27
CBLB,27
MEF2C,27
GFPT1,27
CDC25B,27
IL4R,27
CTSD,27
DNAJC15,27
EED,27
UBE2L6,27
RPN1,27
TESK1,27
LGALS8,27
DHDDS,27
BIRC2,27
ACBD3,27
BLMH,27
SLC5A6,27
PAN2,27
DMTF1,27
PAFAH1B1,27
HIST1H2BK,27
CBR1,27
RFC5,27
PTPN1,26
AKAP8,26
MNAT1,26
IKBKE,26
EXOSC4,26
BPHL,26
CLTB,26
KEAP1,26
RPL39L,26
RBM15B,26
CFLAR,26
MAN2B1,26
BCL7B,26
ARID5B,26
CRYZ,26
FGFR2,26
PYGL,26
ISOC1,26
MTFR1,26
ARHGEF2,26
PDHX,26
PNP,26
MSH6,26
POLR1C,26
NPDC1,26
PLS1,26
HSD17B10,26
PLOD3,26
MYO10,26
TARBP1,26
CDK4,26
BUB1B,26
TBX2,25
CASK,25
ACAT2,25
MAP2K5,25
DUSP3,25
PAPD7,25
LYN,25
WDR7,25
GNA15,25
PAX8,25
CHMP4A,25
SPR,25
SCP2,25
CSNK1A1,25
SRC,25
FKBP14,25
MTA1,25
IKZF1,25
WRB,25
HTRA1,25
PRKX,25
NFIL3,25
SLC35A3,25
ME2,25
INTS3,25
CRTAP,25
DDB2,25
RAB31,25
NUDCD3,25
TMEM50A,25
ETV1,24
ATF6,24
SNX11,24
ZNF395,24
TRIM2,24
NUP88,24
PIK3C3,24
GPC1,24
VPS28,24
VGLL4,24
ACOT9,24
HK1,24
NOL3,24
HSPA4,24
MTHFD2,24
MRPS2,24
MPZL1,24
TOP2A,24
CGRRF1,24
ALAS1,24
CRK,24
LGMN,24
TBC1D9B,24
GNAS,24
PIK3R3,24
PPP2R5E,24
STMN1,24
PSRC1,24
PLEKHM1,24
PSME1,24
PIGB,23
PSMF1,23
UBE2J1,23
IDE,23
CDK7,23
MBTPS1,23
SMARCD2,23
PIK3CA,23
PXN,23
EDN1,23
CLSTN1,23
DUSP22,23
C5,23
AMDHD2,23
FAS,23
SYNE2,23
EAPP,23
PCM1,23
CCNA2,23
PAFAH1B3,23
GLOD4,23
RGS2,23
HMG20B,23
NRAS,23
TICAM1,23
SFN,23
TEX10,22
YME1L1,22
TRAM2,22
WDR61,22
ANXA7,22
ABHD6,22
PGRMC1,22
HYOU1,22
DNMT1,22
NFKBIB,22
POLG2,22
MACF1,22
RAB21,22
CANT1,22
KCTD5,22
EDEM1,22
RALA,22
GRWD1,22
CCDC92,22
EBNA1BP2,22
MMP2,22
HSPA1A,22
CNPY3,22
NCOA3,22
RRP1B,22
NUSAP1,22
GAPDH,22
MYL9,22
NR3C1,22
RPS6KA1,22
PLP2,21
TIPARP,21
CLIC4,21
FSD1,21
NNT,21
TIMM17B,21
TIMELESS,21
CCNB2,21
PKIG,21
CASP7,21
DLD,21
MICALL1,21
FEZ2,21
PCBD1,21
NR2F6,21
LSM5,21
NIT1,21
RAC2,21
SPAG7,21
BAD,21
ZNF589,21
DCUN1D4,21
TSTA3,21
HPRT1,21
KIAA0100,21
H2AFV,21
SGCB,21
GNA11,21
PSMD2,21
COG2,21
DDR1,21
XBP1,20
EGFR,20
NPEPL1,20
HDAC2,20
TMCO1,20
GAA,20
UBR7,20
AXIN1,20
ATP5S,20
RPS5,20
DFFB,20
CORO1A,20
COASY,20
ERBB2,20
REEP5,20
GRN,20
PEX11A,20
SUZ12,20
LIPA,20
IPO13,20
PHGDH,20
CDKN1A,19
TSEN2,19
CHAC1,19
CETN3,19
GTPBP8,19
ALDOA,19
MTF2,19
LIG1,19
TMEM109,19
VAPB,19
ENOSF1,19
AURKA,19
SCAND1,19
RPIA,19
DNM1L,19
RNMT,19
STK25,19
RAP1GAP,19
ARID4B,19
SPTLC2,19
RAE1,19
ZFP36,19
RAB4A,19
C2CD2,18
CNOT4,18
INPP1,18
CREB1,18
UBE2C,18
HMOX1,18
HIF1A,18
PPOX,18
NISCH,18
PARP1,18
NT5DC2,18
NCAPD2,18
GLRX,18
MAT2A,18
PGAM1,18
TGFB3,18
NR1H2,18
PDS5A,18
EVL,17
ZMIZ1,17
IARS2,17
SPTAN1,17
NSDHL,17
NRIP1,17
SCRN1,17
FYN,17
UBE2A,17
FAM20B,17
SQSTM1,17
DAG1,17
EIF4G1,17
KIF20A,17
BNIP3,17
MFSD10,17
ABCF1,17
CHEK1,17
CBR3,17
SLC25A46,17
USP7,16
FKBP4,16
EBP,16
RPA1,16
CXCR4,16
RNH1,16
INPP4B,16
SSBP2,16
TIMP2,16
MAPKAPK5,16
STAT5B,16
SLC2A6,15
USP14,15
UGDH,15
IER3,15
KLHDC2,15
STAMBP,15
PPP2R3C,15
PPIC,15
MYLK,15
TBPL1,15
CCNB1,15
HTATSF1,14
FAM69A,14
AURKB,13
DUSP6,13
POLR2K,13
TCERG1,13
PAK6,13
MKNK1,13
PCCB,12
NOLC1,12
ARHGEF12,12
PSMD10,12
TWF2,12
ATP6V0B,12
SKIV2L,11
APBB2,10
NARFL,10
MYCBP2,10
MAPK9,10
BIRC5,10
CDC25A,8
PR_status,0
