config	holdout	holdout_drug	production_candidate	n_features	threshold_used	n_pos	n_neg	auroc	auprc	mcc	bal_acc
baseline_rank_singscore_reo	GSE20271	cyclophosphamide+doxorubicin+fluorouracil	True	967	0.5	26	152	0.7727732793522267	0.3448486113821492	0.25855277931959	0.6485323886639676
baseline_rank_singscore_reo	GSE21974	docetaxel	True	967	0.5	18	39	0.6595441595441596	0.536263399669798	0.21227899109984968	0.608974358974359
baseline_rank_singscore_reo	GSE22093	taxane+anthracycline	True	967	0.53	28	69	0.722567287784679	0.5054384639299536	0.3396683140537869	0.645703933747412
baseline_rank_singscore_reo	GSE23988	docetaxel	True	967	0.51	20	41	0.9804878048780488	0.9718413978494627	0.8176051986561517	0.875
baseline_rank_singscore_reo	GSE25066	anthracycline+taxane	True	967	0.51	99	389	0.8921087481498793	0.7627652220192875	0.6304713561206647	0.8187401002311028
baseline_rank_singscore_reo	GSE28702	fluorouracil+leucovorin+oxaliplatin	True	967	0.51	42	41	0.5580720092915215	0.5282937086705468	0.11523970461334612	0.5557491289198606
baseline_rank_singscore_reo	GSE32646	cyclophosphamide+epirubicin+fluorouracil+paclitaxel	True	967	0.52	27	88	0.648989898989899	0.36207670404422426	0.2255644360567335	0.6214225589225589
baseline_rank_singscore_reo	GSE35640	immunotherapy_peptide_vaccine	True	967	0.48	22	34	0.6002673796791443	0.5362493860191486	0.13091876497307772	0.5668449197860963
baseline_rank_singscore_reo	GSE37946	trastuzumab+chemotherapy	True	967	0.52	27	23	0.6489533011272142	0.670283867530005	0.17389067667944438	0.5523349436392915
baseline_rank_singscore_reo	GSE41998	cyclophosphamide+doxorubicin+ixabepilone	True	967	0.5	201	5	0.46169154228855724	0.9797440517836087	0.08811202599574737	0.6218905472636815
baseline_rank_singscore_reo	GSE44272	trastuzumab	True	967	0.51	35	18	0.38253968253968257	0.6033038163303879	-0.022165460386934826	0.48968253968253966
baseline_rank_singscore_reo	GSE4779	cyclophosphamide+epirubicin+fluorouracil	True	967	0.53	39	63	0.9922669922669922	0.988089103738881	0.8593378488473195	0.9102564102564102
baseline_rank_singscore_reo	GSE48905	tamoxifen	True	967	0.49	15	24	0.538888888888889	0.3962669264385929	0.0	0.5
baseline_rank_singscore_reo	GSE50948	doxorubicin+paclitaxel+cyclophosphamide+fluorouracil+methotrexate+trastuzumab	True	967	0.52	53	103	0.445136471881297	0.3366743471438988	-0.008617637475310273	0.49587836600109914
baseline_rank_singscore_reo	GSE5122	tipifarnib	True	967	0.52	4	53	0.9433962264150944	0.5821428571428571	0.4043785510862518	0.8679245283018868
baseline_rank_singscore_reo	GSE61676	unknown	True	967	0.49	46	40	0.5	0.5348837209302325	0.0	0.5
baseline_rank_singscore_reo	GSE62321	chemotherapy	True	967	0.5	26	31	0.3945409429280397	0.4258220415022267	-0.13507594754117175	0.4379652605459057
baseline_rank_singscore_reo	GSE63885	platinum_chemotherapy	True	967	0.51	65	3	0.18461538461538463	0.9131657989457191	-0.20672455764868075	0.28205128205128205
baseline_rank_singscore_reo	GSE65021	cetuximab+platinum	True	967	0.53	31	9	0.6845878136200717	0.8661624624815021	0.022628141110071023	0.5089605734767024
baseline_rank_singscore_reo	GSE66999	docetaxel+epirubicin+pegfilgrastim	True	967	0.51	70	6	0.4928571428571429	0.9368401611782735	0.14518017554874818	0.6071428571428571
baseline_rank_singscore_reo	GSE6861	cyclophosphamide+epirubicin+fluorouracil	True	967	0.51	66	95	0.8545454545454547	0.7983700759928791	0.5448936668084376	0.7649122807017543
baseline_rank_singscore_reo	GSE68871	bortezomib+thalidomide+dexamethasone	True	967	0.52	97	21	0.6431026018654885	0.8765402992487765	0.06997230764153042	0.5368188512518409
baseline_rank_singscore_reo	GSE72970	chemotherapy+targeted	True	967	0.49	63	61	0.5050741608118657	0.5246946503481056	0.0018329767558424772	0.5009107468123861
baseline_rank_singscore_reo	GSE73578	glucocorticoids	True	967	0.51	40	23	0.5097826086956522	0.6617708562067501	0.06371959923406213	0.528804347826087
baseline_rank_singscore_reo	GSE76360	trastuzumab	True	967	0.51	66	30	0.6	0.772391405416203	0.14989195878210929	0.5742424242424242
baseline_rank_singscore_reo	GSE82172	tamoxifen	True	967	0.53	21	131	0.4641948382406398	0.13151630236932016	-0.060599024741726716	0.46165030897855325
baseline_rank_singscore_reo	GSE8970	tipifarnib	True	967	0.51	13	13	0.5798816568047338	0.598938151855772	0.2927700218845599	0.6153846153846154
baseline_rank_singscore_reo	GSE9782	unknown	True	967	0.44000000000000006	180	132	0.48215488215488217	0.5695191031721447	0.0	0.5
baseline_rank_singscore_reo	ISPY2	docetaxel+doxorubicin+cyclophosphamide	True	967	0.51	319	669	0.5084414580316853	0.32996711460142997	0.011246396220502691	0.5059743874495691
D1_rank_ecfp4	BrighTNess	veliparib+carboplatin+paclitaxel	True	1942	0.5	236	246	0.632716687336365	0.5876458713968786	0.1289926725766617	0.5443537274355794
D1_rank_ecfp4	GSE104645	fluorouracil+leucovorin+oxaliplatin	True	1942	0.51	112	14	0.6243622448979592	0.9289505724458461	0.07216878364870322	0.5401785714285714
D1_rank_ecfp4	GSE104958	cisplatin+docetaxel+fluorouracil	True	1942	0.48	12	34	0.5269607843137255	0.32168100688527973	0.20618705424112047	0.5931372549019608
D1_rank_ecfp4	GSE109211	sorafenib	True	1942	0.5	42	98	0.6022837706511176	0.3295467674205492	0.26590801173915524	0.6190476190476191
D1_rank_ecfp4	GSE131978	platinum_chemotherapy	True	1942	0.47	18	19	0.48830409356725146	0.4991227623135056	0.0	0.5
D1_rank_ecfp4	GSE14615	doxorubicin+mercaptopurine+methotrexate+prednisone+vincristine	True	1942	0.45000000000000007	6	14	0.2738095238095238	0.24024725274725278	-0.42857142857142855	0.2857142857142857
D1_rank_ecfp4	GSE14671	imatinib	True	1942	0.5	41	18	0.6043360433604337	0.7654267858604278	0.015435159237376369	0.505420054200542
D1_rank_ecfp4	GSE173263	rituximab+cyclophosphamide+doxorubicin+vincristine+prednisolone	True	1942	0.47	29	10	0.6655172413793105	0.8796559689358419	0.2251886745555225	0.5862068965517242
D1_rank_ecfp4	GSE19293	melphalan	True	1942	0.45000000000000007	24	28	0.5089285714285714	0.4724517175102978	0.06363362902676771	0.5148809523809524
D1_rank_ecfp4	GSE20181	letrozole	True	1942	0.52	110	44	0.30061983471074377	0.6143808987100803	-0.1315832386022443	0.45681818181818185
D1_rank_ecfp4	GSE20194	cyclophosphamide+doxorubicin+fluorouracil+paclitaxel	True	1942	0.5	56	222	0.9342020592020591	0.8329203373317307	0.6878001401047572	0.7878861003861004
D1_rank_ecfp4	GSE20271	cyclophosphamide+doxorubicin+fluorouracil	True	1942	0.49	26	152	0.7801113360323887	0.3597989654386634	0.28324409766831904	0.6887651821862348
D1_rank_ecfp4	GSE21974	docetaxel	True	1942	0.48	18	39	0.6267806267806267	0.4362715085185294	0.17043437212522994	0.5769230769230769
D1_rank_ecfp4	GSE22093	taxane+anthracycline	True	1942	0.51	28	69	0.7593167701863353	0.6161344426679183	0.41792593098234876	0.6462215320910973
D1_rank_ecfp4	GSE23988	docetaxel	True	1942	0.49	20	41	0.9670731707317073	0.9391837338150861	0.7365093984642407	0.8378048780487805
D1_rank_ecfp4	GSE25066	anthracycline+taxane	True	1942	0.5	99	389	0.8929916127859572	0.7404885755981597	0.6570317779011382	0.8126768975098024
D1_rank_ecfp4	GSE28702	fluorouracil+leucovorin+oxaliplatin	True	1942	0.48	42	41	0.44425087108013933	0.46471547439780436	0.0	0.5
D1_rank_ecfp4	GSE32646	cyclophosphamide+epirubicin+fluorouracil+paclitaxel	True	1942	0.51	27	88	0.7104377104377104	0.4666990878949775	0.25074649315145203	0.6098484848484849
D1_rank_ecfp4	GSE35640	immunotherapy_peptide_vaccine	True	1942	0.51	22	34	0.5842245989304813	0.4713618994789937	-0.014927035850663304	0.4946524064171123
D1_rank_ecfp4	GSE37946	trastuzumab+chemotherapy	True	1942	0.45000000000000007	27	23	0.6328502415458938	0.6782270556067005	0.18389242812245682	0.5676328502415459
D1_rank_ecfp4	GSE41998	cyclophosphamide+doxorubicin+ixabepilone	True	1942	0.48	201	5	0.5273631840796019	0.9832021091258637	0.055218899259749245	0.5865671641791045
D1_rank_ecfp4	GSE44272	trastuzumab	True	1942	0.43000000000000005	35	18	0.4746031746031746	0.6737924167975302	0.12444643621621104	0.5603174603174603
D1_rank_ecfp4	GSE4779	cyclophosphamide+epirubicin+fluorouracil	True	1942	0.45000000000000007	39	63	0.9849409849409849	0.979623456559806	0.8959004429201081	0.9456654456654456
D1_rank_ecfp4	GSE48905	tamoxifen	True	1942	0.45999999999999996	15	24	0.5527777777777778	0.5181612691477683	0.2940858488375231	0.5666666666666667
D1_rank_ecfp4	GSE50948	doxorubicin+paclitaxel+cyclophosphamide+fluorouracil+methotrexate+trastuzumab	True	1942	0.51	53	103	0.5435061366550651	0.4559789386068064	0.18179111857070246	0.5692434511815351
D1_rank_ecfp4	GSE5122	tipifarnib	True	1942	0.47	4	53	0.820754716981132	0.3333333333333333	0.0942285694863091	0.5566037735849056
D1_rank_ecfp4	GSE61676	unknown	True	1942	0.45000000000000007	46	40	0.5	0.5348837209302325	0.0	0.5
D1_rank_ecfp4	GSE62321	chemotherapy	True	1942	0.45999999999999996	26	31	0.3870967741935484	0.4246101882869381	-0.04092600597738003	0.4832506203473945
D1_rank_ecfp4	GSE63885	platinum_chemotherapy	True	1942	0.45000000000000007	65	3	0.3076923076923077	0.94842733144861	-0.1491376591356997	0.3282051282051282
D1_rank_ecfp4	GSE65021	cetuximab+platinum	True	1942	0.44000000000000006	31	9	0.6666666666666667	0.8506297430314821	0.058682803063249966	0.525089605734767
D1_rank_ecfp4	GSE66999	docetaxel+epirubicin+pegfilgrastim	True	1942	0.45999999999999996	70	6	0.48809523809523814	0.9253561121285033	-0.0664473678268354	0.4476190476190476
D1_rank_ecfp4	GSE6861	cyclophosphamide+epirubicin+fluorouracil	True	1942	0.48	66	95	0.8660287081339713	0.8398116320040662	0.5114338295703154	0.7283094098883572
D1_rank_ecfp4	GSE68871	bortezomib+thalidomide+dexamethasone	True	1942	0.45000000000000007	97	21	0.6661757486499754	0.9009317791201554	0.061146059580138024	0.5316642120765832
D1_rank_ecfp4	GSE72970	chemotherapy+targeted	True	1942	0.47	63	61	0.43819932344522505	0.46343228053666585	-0.09777964774248016	0.4545927660681759
D1_rank_ecfp4	GSE73578	glucocorticoids	True	1942	0.45000000000000007	40	23	0.5630434782608695	0.7242881656211724	0.08960171083814059	0.5413043478260869
D1_rank_ecfp4	GSE76360	trastuzumab	True	1942	0.48	66	30	0.5308080808080808	0.7133569706749512	-0.003525303337861279	0.49848484848484853
D1_rank_ecfp4	GSE82172	tamoxifen	True	1942	0.45999999999999996	21	131	0.4540167211922937	0.12566536575425463	-0.11322358746529831	0.43311523082515446
D1_rank_ecfp4	GSE8970	tipifarnib	True	1942	0.49	13	13	0.5384615384615384	0.5933792180359685	0.2	0.5384615384615384
D1_rank_ecfp4	GSE9782	unknown	True	1942	0.41000000000000003	180	132	0.4313552188552189	0.5370473149488361	-0.07705413354688723	0.46136363636363636
D1_rank_ecfp4	ISPY2	docetaxel+doxorubicin+cyclophosphamide	True	1942	0.51	319	669	0.5072137799832249	0.32733962874781625	0.009027960646217772	0.5044913336238526
D4_rank_dtf	BrighTNess	veliparib+carboplatin+paclitaxel	True	922	0.51	236	246	0.6081369712002205	0.5777739210624628	0.11982715308764276	0.5476781038996831
D4_rank_dtf	GSE104645	fluorouracil+leucovorin+oxaliplatin	True	922	0.51	112	14	0.5012755102040816	0.9103947006892377	0.12996881122750908	0.5669642857142857
D4_rank_dtf	GSE104958	cisplatin+docetaxel+fluorouracil	True	922	0.51	12	34	0.6225490196078431	0.3580178410770516	0.22040156554543042	0.6176470588235294
D4_rank_dtf	GSE109211	sorafenib	True	922	0.52	42	98	0.44460641399416906	0.26929812844588186	-0.07423183100035796	0.4642857142857143
D4_rank_dtf	GSE131978	platinum_chemotherapy	True	922	0.51	18	19	0.4649122807017544	0.504356121193795	-0.03673591791853225	0.48245614035087714
D4_rank_dtf	GSE14615	doxorubicin+mercaptopurine+methotrexate+prednisone+vincristine	True	922	0.52	6	14	0.38095238095238093	0.26937686496510027	-0.31180478223116176	0.3333333333333333
D4_rank_dtf	GSE14671	imatinib	True	922	0.52	41	18	0.521680216802168	0.7554276022291748	0.03929539295392954	0.5196476964769647
D4_rank_dtf	GSE173263	rituximab+cyclophosphamide+doxorubicin+vincristine+prednisolone	True	922	0.51	29	10	0.6965517241379311	0.8917549305389576	0.36805975098557914	0.6896551724137931
D4_rank_dtf	GSE19293	melphalan	True	922	0.5	24	28	0.4211309523809524	0.4061717566018387	-0.19930849370103537	0.40773809523809523
D4_rank_dtf	GSE20181	letrozole	True	922	0.5	110	44	0.2847107438016529	0.6236954357617328	-0.19364916731037085	0.425
D4_rank_dtf	GSE20194	cyclophosphamide+doxorubicin+fluorouracil+paclitaxel	True	922	0.53	56	222	0.9376608751608752	0.8267551733775036	0.6629285807949507	0.790057915057915
D4_rank_dtf	GSE20271	cyclophosphamide+doxorubicin+fluorouracil	True	922	0.5	26	152	0.7623987854251012	0.3494949642880695	0.22403168173489135	0.6442307692307692
D4_rank_dtf	GSE21974	docetaxel	True	922	0.53	18	39	0.7207977207977208	0.6222943143412076	0.29960381078837106	0.6474358974358974
D4_rank_dtf	GSE22093	taxane+anthracycline	True	922	0.51	28	69	0.6811594202898551	0.497175279134076	0.25884897384205363	0.6133540372670807
D4_rank_dtf	GSE23988	docetaxel	True	922	0.51	20	41	0.973170731707317	0.9556740286509693	0.8176051986561517	0.875
D4_rank_dtf	GSE25066	anthracycline+taxane	True	922	0.52	99	389	0.8890446885305497	0.7370408204253527	0.6271091118528016	0.8087299732543949
D4_rank_dtf	GSE28702	fluorouracil+leucovorin+oxaliplatin	True	922	0.51	42	41	0.575493612078978	0.5820879071726008	0.21487403256030163	0.6039488966318234
D4_rank_dtf	GSE32646	cyclophosphamide+epirubicin+fluorouracil+paclitaxel	True	922	0.51	27	88	0.6418350168350169	0.38829907755892373	0.18734278784702593	0.6058501683501684
D4_rank_dtf	GSE35640	immunotherapy_peptide_vaccine	True	922	0.5	22	34	0.5614973262032085	0.47079189296065704	0.07269833993085317	0.5347593582887701
D4_rank_dtf	GSE37946	trastuzumab+chemotherapy	True	922	0.52	27	23	0.5974235104669887	0.6260983360344466	0.18389242812245682	0.5676328502415459
D4_rank_dtf	GSE41998	cyclophosphamide+doxorubicin+ixabepilone	True	922	0.52	201	5	0.417910447761194	0.9789980196928595	0.07981595137515207	0.6044776119402985
D4_rank_dtf	GSE44272	trastuzumab	True	922	0.51	35	18	0.5079365079365079	0.7286137579722848	0.18523168449905078	0.5880952380952381
D4_rank_dtf	GSE4779	cyclophosphamide+epirubicin+fluorouracil	True	922	0.52	39	63	0.9845339845339846	0.9824266574266576	0.8761233819419257	0.927960927960928
D4_rank_dtf	GSE48905	tamoxifen	True	922	0.52	15	24	0.49999999999999994	0.3764203440356424	-0.22283440581246225	0.39999999999999997
D4_rank_dtf	GSE50948	doxorubicin+paclitaxel+cyclophosphamide+fluorouracil+methotrexate+trastuzumab	True	922	0.51	53	103	0.5262868657263234	0.39883166955870497	0.05697014105147463	0.5284850705257373
D4_rank_dtf	GSE5122	tipifarnib	True	922	0.49	4	53	0.8018867924528301	0.2875	0.3221390769615825	0.8113207547169812
D4_rank_dtf	GSE61676	unknown	True	922	0.54	46	40	0.5	0.5348837209302325	0.0	0.5
D4_rank_dtf	GSE62321	chemotherapy	True	922	0.51	26	31	0.3746898263027295	0.4300512997904823	0.005891073700519105	0.5024813895781638
D4_rank_dtf	GSE63885	platinum_chemotherapy	True	922	0.52	65	3	0.26153846153846155	0.9337330379880844	-0.04134491152973615	0.4564102564102564
D4_rank_dtf	GSE65021	cetuximab+platinum	True	922	0.5	31	9	0.6093189964157706	0.8339177109013474	-0.02993421700446248	0.48566308243727596
D4_rank_dtf	GSE66999	docetaxel+epirubicin+pegfilgrastim	True	922	0.52	70	6	0.5857142857142857	0.9446970698114607	0.003410070828759204	0.5023809523809524
D4_rank_dtf	GSE6861	cyclophosphamide+epirubicin+fluorouracil	True	922	0.52	66	95	0.8720893141945774	0.8309093816420489	0.5313197018154152	0.755023923444976
D4_rank_dtf	GSE68871	bortezomib+thalidomide+dexamethasone	True	922	0.51	97	21	0.6273932253313697	0.8558436535651949	0.11121174716031339	0.5625920471281296
D4_rank_dtf	GSE72970	chemotherapy+targeted	True	922	0.52	63	61	0.4839968774395004	0.5079621116464751	-0.029874230884718064	0.4852979443143377
D4_rank_dtf	GSE73578	glucocorticoids	True	922	0.52	40	23	0.5728260869565217	0.6967334082651566	0.06371959923406213	0.528804347826087
D4_rank_dtf	GSE76360	trastuzumab	True	922	0.52	66	30	0.5005050505050506	0.6826009532515644	-0.042779594089645705	0.4803030303030303
D4_rank_dtf	GSE82172	tamoxifen	True	922	0.51	21	131	0.4551072337331879	0.13470393515356538	0.009393038378249103	0.5063613231552163
D4_rank_dtf	GSE8970	tipifarnib	True	922	0.52	13	13	0.6035502958579881	0.6792542286773056	0.3611575592573076	0.6153846153846154
D4_rank_dtf	GSE9782	unknown	True	922	0.47	180	132	0.42962962962962964	0.5449829720358312	-0.008499743240801008	0.4984848484848485
D4_rank_dtf	ISPY2	docetaxel+doxorubicin+cyclophosphamide	True	922	0.52	319	669	0.5052035743237228	0.33205023826917934	0.010349521159097439	0.5054659787920961
D5_rank_ecfp4_dtf	BrighTNess	veliparib+carboplatin+paclitaxel	True	1946	0.5	236	246	0.6128737770428552	0.5833400185018905	0.13531918327049017	0.5416322171696293
D5_rank_ecfp4_dtf	GSE104645	fluorouracil+leucovorin+oxaliplatin	True	1946	0.51	112	14	0.5401785714285714	0.9094460767680119	0.00784126835559757	0.5044642857142857
D5_rank_ecfp4_dtf	GSE104958	cisplatin+docetaxel+fluorouracil	True	1946	0.49	12	34	0.6372549019607843	0.4482116369311491	0.24987096773334005	0.6078431372549019
D5_rank_ecfp4_dtf	GSE109211	sorafenib	True	1946	0.44000000000000006	42	98	0.4577259475218659	0.2722299151562598	0.1259881576697424	0.5255102040816326
D5_rank_ecfp4_dtf	GSE131978	platinum_chemotherapy	True	1946	0.45000000000000007	18	19	0.47368421052631576	0.5544557431528536	0.0	0.5
D5_rank_ecfp4_dtf	GSE14615	doxorubicin+mercaptopurine+methotrexate+prednisone+vincristine	True	1946	0.45999999999999996	6	14	0.4166666666666667	0.2869169637551991	-0.19047619047619047	0.40476190476190477
D5_rank_ecfp4_dtf	GSE14671	imatinib	True	1946	0.45000000000000007	41	18	0.589430894308943	0.7467535812301214	-0.031000040610079802	0.486449864498645
D5_rank_ecfp4_dtf	GSE173263	rituximab+cyclophosphamide+doxorubicin+vincristine+prednisolone	True	1946	0.45000000000000007	29	10	0.5448275862068965	0.8326262073016857	0.2251886745555225	0.5862068965517242
D5_rank_ecfp4_dtf	GSE19293	melphalan	True	1946	0.45000000000000007	24	28	0.5758928571428572	0.5462355947164185	0.0	0.5
D5_rank_ecfp4_dtf	GSE20181	letrozole	True	1946	0.49	110	44	0.3621900826446281	0.637801880894984	-0.20862298704753912	0.4295454545454545
D5_rank_ecfp4_dtf	GSE20194	cyclophosphamide+doxorubicin+fluorouracil+paclitaxel	True	1946	0.51	56	222	0.9284105534105533	0.8056283399479943	0.591464868008466	0.7253861003861004
D5_rank_ecfp4_dtf	GSE20271	cyclophosphamide+doxorubicin+fluorouracil	True	1946	0.51	26	152	0.8049089068825911	0.4864915632225567	0.35300624217877175	0.715587044534413
D5_rank_ecfp4_dtf	GSE21974	docetaxel	True	1946	0.49	18	39	0.5911680911680911	0.4370411200428953	0.11206852468923151	0.5491452991452992
D5_rank_ecfp4_dtf	GSE22093	taxane+anthracycline	True	1946	0.49	28	69	0.7613871635610765	0.5845909727972064	0.24491618817029032	0.6027432712215322
D5_rank_ecfp4_dtf	GSE23988	docetaxel	True	1946	0.45999999999999996	20	41	0.948780487804878	0.9044915763746411	0.7365093984642407	0.8378048780487805
D5_rank_ecfp4_dtf	GSE25066	anthracycline+taxane	True	1946	0.52	99	389	0.8811768066266781	0.7042925901650107	0.5722488835801862	0.7508763729843422
D5_rank_ecfp4_dtf	GSE28702	fluorouracil+leucovorin+oxaliplatin	True	1946	0.47	42	41	0.4001161440185831	0.4361994125622063	0.0	0.5
D5_rank_ecfp4_dtf	GSE32646	cyclophosphamide+epirubicin+fluorouracil+paclitaxel	True	1946	0.47	27	88	0.6746632996632996	0.4141048208802642	0.2255892255892256	0.6127946127946128
D5_rank_ecfp4_dtf	GSE35640	immunotherapy_peptide_vaccine	True	1946	0.51	22	34	0.5441176470588236	0.4351780452225611	0.04622238656877775	0.517379679144385
D5_rank_ecfp4_dtf	GSE37946	trastuzumab+chemotherapy	True	1946	0.51	27	23	0.679549114331723	0.7646563815938088	0.2721655269759087	0.5740740740740741
D5_rank_ecfp4_dtf	GSE41998	cyclophosphamide+doxorubicin+ixabepilone	True	1946	0.51	201	5	0.5800995024875621	0.9853234357871159	0.039210077063642455	0.5592039800995026
D5_rank_ecfp4_dtf	GSE44272	trastuzumab	True	1946	0.45000000000000007	35	18	0.46031746031746035	0.6501436623198585	0.06820141657518408	0.5317460317460317
D5_rank_ecfp4_dtf	GSE4779	cyclophosphamide+epirubicin+fluorouracil	True	1946	0.47	39	63	0.9845339845339846	0.9796265103639518	0.8158594457806396	0.8894993894993894
D5_rank_ecfp4_dtf	GSE48905	tamoxifen	True	1946	0.47	15	24	0.4666666666666667	0.43259691144125584	0.05514109665703558	0.5125000000000001
D5_rank_ecfp4_dtf	GSE50948	doxorubicin+paclitaxel+cyclophosphamide+fluorouracil+methotrexate+trastuzumab	True	1946	0.47	53	103	0.5453379739879098	0.41750949380911795	0.12555135613242419	0.5541307931855651
D5_rank_ecfp4_dtf	GSE5122	tipifarnib	True	1946	0.47	4	53	0.8632075471698114	0.317241968557758	0.0942285694863091	0.5566037735849056
D5_rank_ecfp4_dtf	GSE61676	unknown	True	1946	0.49	46	40	0.5	0.5348837209302325	0.0	0.5
D5_rank_ecfp4_dtf	GSE62321	chemotherapy	True	1946	0.5	26	31	0.41439205955334985	0.4226521291543934	-0.07805672653187813	0.46712158808933
D5_rank_ecfp4_dtf	GSE63885	platinum_chemotherapy	True	1946	0.45999999999999996	65	3	0.3897435897435898	0.9560053708277074	0.008814764755799084	0.5102564102564102
D5_rank_ecfp4_dtf	GSE65021	cetuximab+platinum	True	1946	0.48	31	9	0.7025089605734767	0.8605659031870708	-0.07387198368257757	0.4767025089605734
D5_rank_ecfp4_dtf	GSE66999	docetaxel+epirubicin+pegfilgrastim	True	1946	0.45999999999999996	70	6	0.5	0.9292564664001494	-0.0664473678268354	0.4476190476190476
D5_rank_ecfp4_dtf	GSE6861	cyclophosphamide+epirubicin+fluorouracil	True	1946	0.45000000000000007	66	95	0.8770334928229666	0.8562181621446736	0.5657086675854636	0.7562998405103669
D5_rank_ecfp4_dtf	GSE68871	bortezomib+thalidomide+dexamethasone	True	1946	0.52	97	21	0.7034855179185077	0.8831342992854787	-0.05078928069149317	0.4833087874324988
D5_rank_ecfp4_dtf	GSE72970	chemotherapy+targeted	True	1946	0.47	63	61	0.4772313296903461	0.4807867436540819	-0.04873274808110531	0.480744210252407
D5_rank_ecfp4_dtf	GSE73578	glucocorticoids	True	1946	0.45000000000000007	40	23	0.5652173913043478	0.6741555235367008	-0.01202256589321927	0.4945652173913043
D5_rank_ecfp4_dtf	GSE76360	trastuzumab	True	1946	0.48	66	30	0.5419191919191919	0.7192688694531341	-0.01698823971458752	0.49393939393939396
D5_rank_ecfp4_dtf	GSE82172	tamoxifen	True	1946	0.5	21	131	0.39731006906579425	0.11395068385132401	-0.08773532561199217	0.4589240276263177
D5_rank_ecfp4_dtf	GSE8970	tipifarnib	True	1946	0.51	13	13	0.6035502958579883	0.6957224550958048	0.0	0.5
D5_rank_ecfp4_dtf	GSE9782	unknown	True	1946	0.41000000000000003	180	132	0.45709175084175085	0.5464459077307461	-0.06767676767676768	0.4661616161616161
D5_rank_ecfp4_dtf	ISPY2	docetaxel+doxorubicin+cyclophosphamide	True	1946	0.5	319	669	0.5216225967733622	0.3404825276558182	0.027947143994817368	0.514040981955007
D6_baseline_ecfp4	BrighTNess	veliparib+carboplatin+paclitaxel	True	1991	0.52	236	246	0.6230191539203529	0.5876183645565105	0.09696946172989941	0.5315557392862064
D6_baseline_ecfp4	GSE104645	fluorouracil+leucovorin+oxaliplatin	True	1991	0.47	112	14	0.5242346938775511	0.9030080627846766	-0.006264700137907352	0.4955357142857143
D6_baseline_ecfp4	GSE104958	cisplatin+docetaxel+fluorouracil	True	1991	0.45999999999999996	12	34	0.5	0.3632111817752551	0.14501823028449196	0.5759803921568628
D6_baseline_ecfp4	GSE109211	sorafenib	True	1991	0.5	42	98	0.5736151603498542	0.323819025033942	0.16197690842181053	0.5697278911564626
D6_baseline_ecfp4	GSE131978	platinum_chemotherapy	True	1991	0.45999999999999996	18	19	0.5263157894736843	0.5760121464159131	0.0	0.5
D6_baseline_ecfp4	GSE14615	doxorubicin+mercaptopurine+methotrexate+prednisone+vincristine	True	1991	0.5	6	14	0.3333333333333333	0.25470016095016096	-0.3273268353539886	0.35714285714285715
D6_baseline_ecfp4	GSE14671	imatinib	True	1991	0.45999999999999996	41	18	0.6355013550135502	0.7551606614785247	0.08580173755744497	0.5386178861788617
D6_baseline_ecfp4	GSE173263	rituximab+cyclophosphamide+doxorubicin+vincristine+prednisolone	True	1991	0.49	29	10	0.5413793103448277	0.8136948262664965	0.13652592788242301	0.5344827586206896
D6_baseline_ecfp4	GSE19293	melphalan	True	1991	0.5	24	28	0.5133928571428572	0.46841511322418083	0.0	0.5
