feature	mean_abs_shap	mean_shap_direction	category	direction
LYPLA1	0.02216915218245067	-0.0006411655576428087	gene_expression	resistance
HSPB1	0.022106285225444413	0.000704907450242344	gene_expression	response
SMC3	0.022104747053284374	-0.0002586201033760152	gene_expression	resistance
CEP57	0.021803090991354204	-0.0004974205793222753	gene_expression	resistance
JMJD6	0.02170977003648332	-0.00040345158033699285	gene_expression	resistance
GOLT1B	0.021702925700284946	0.0008378021032015873	gene_expression	response
VPS28	0.021629192789301973	0.0005392268986165866	gene_expression	response
ORC1	0.021543001692710555	-0.0016654270427085085	gene_expression	resistance
CCNE2	0.021386254711282367	-0.0005281568524478812	gene_expression	resistance
MELK	0.02098524489725475	0.0006853988690162115	gene_expression	response
GMNN	0.020964833306469567	-0.0016765221643785782	gene_expression	resistance
CHN1	0.02095516265337908	-0.0001593154740394517	gene_expression	resistance
PLA2G4A	0.02082601180893488	-0.0017837691569265572	gene_expression	resistance
MRPS16	0.020656194285659953	-0.0013746350344077376	gene_expression	resistance
SPAG4	0.02039897285400599	-6.750245832338764e-05	gene_expression	resistance
LSM6	0.020389156840552026	0.0008695884937737374	gene_expression	response
ABCB6	0.01948995093745809	-0.0007250418641446346	gene_expression	resistance
SDHB	0.019307565613418655	-0.0004672706043445997	gene_expression	resistance
ssgsea_TGF-beta Signaling	0.01914431617412687	-0.0004249138403999957	ssGSEA_pathway	resistance
NENF	0.019129580469329048	-0.0007555615290370707	gene_expression	resistance
FBXO7	0.019078584050643724	0.0006251471650268274	gene_expression	response
FBXO11	0.019062683032913672	-0.0015405999685072854	gene_expression	resistance
LBR	0.018791753185685125	0.0002793652061520929	gene_expression	response
KDM3A	0.018697472014341385	-0.00011059529347260817	gene_expression	resistance
FOXJ3	0.018630332039078473	0.0007550315971135292	gene_expression	response
SOX2	0.018581965536109624	-0.0007392297818647908	gene_expression	resistance
TIMM9	0.01856433998963158	0.0003183607421510319	gene_expression	response
SPDEF	0.018229286244330734	-0.0015215405136406108	gene_expression	resistance
NUP62	0.018200318221012566	-0.00031260258633686853	gene_expression	resistance
NUP85	0.01800581747655849	-0.0005132742156324627	gene_expression	resistance
ACLY	0.01725042718043608	-0.00031072127185095177	gene_expression	resistance
SNAP25	0.017059715139488927	-0.0006172569384776594	gene_expression	resistance
DNAJA3	0.017031514807878987	0.00043787343002930625	gene_expression	response
UBE3C	0.01685897297802757	0.0011297342594065517	gene_expression	response
NOTCH1	0.016789022532570988	-5.3671552188346136e-05	gene_expression	resistance
RTN2	0.0166570877878149	-0.0019136360527842405	gene_expression	resistance
FOXO4	0.016654736291146346	0.00038413519222202575	gene_expression	response
PCNA	0.016470317419859857	-0.0007830207777477181	gene_expression	resistance
PPP1R13B	0.01627872275382541	0.00046495583663454476	gene_expression	response
PLS1	0.016240243590773525	0.0005876379928544059	gene_expression	response
USP1	0.016010722761350595	-0.0007716226670516673	gene_expression	resistance
ITFG1	0.01600701243710503	0.00036949288174762095	gene_expression	response
ZNF586	0.015949976647530856	0.0002175998254101068	gene_expression	response
COL1A1	0.01588437852175434	-0.0003927879104986821	gene_expression	resistance
EIF4EBP1	0.015696703558477184	-0.000320985971535946	gene_expression	resistance
HADH	0.015392934334482859	3.755824843822101e-05	gene_expression	response
LRRC16A	0.015269125659495801	-0.0007905741998865248	gene_expression	resistance
POLR1C	0.015261989955499287	0.0003996141333070178	gene_expression	response
CEBPA	0.015253612898405045	0.00019017335305998248	gene_expression	response
SYK	0.014870372693789281	0.00021200582294081708	gene_expression	response
HES1	0.014829721728189709	-0.0008216215207741167	gene_expression	resistance
SMARCA4	0.01479641330641613	0.0006867328322488749	gene_expression	response
PSMB10	0.014755054085542665	-0.0004926484245812566	gene_expression	resistance
DFFA	0.014651311567659793	0.00018495954242532701	gene_expression	response
CAMSAP2	0.01444393269308827	0.0007939141131999993	gene_expression	response
CAST	0.014384910176160042	-0.0005922708162676155	gene_expression	resistance
EPHA3	0.014316748343222429	0.00013412180933298324	gene_expression	response
CFLAR	0.014251895389429925	8.812899711638893e-05	gene_expression	response
CBLB	0.014221905218322714	-0.0001959078397068113	gene_expression	resistance
PUF60	0.014173772924094169	3.1609674677653455e-05	gene_expression	response
ssgsea_Spermatogenesis	0.013876621339542395	0.0006396199740636628	ssGSEA_pathway	response
PSIP1	0.013674705979475883	-0.001489974821236028	gene_expression	resistance
NUCB2	0.01366642737207892	-0.00024215270554278902	gene_expression	resistance
PHKA1	0.013556998429990908	0.0003664454070079914	gene_expression	response
HDAC6	0.01350918275315021	-3.219646842923835e-05	gene_expression	resistance
CHERP	0.013444531142641419	1.1507591529862099e-05	gene_expression	response
SIRT3	0.013282593653791691	0.00044586751894464146	gene_expression	response
HDGFRP3	0.013109525290412049	0.0003652621236499732	gene_expression	response
EIF5	0.013053364123468634	-0.0002005298094901218	gene_expression	resistance
HLA-DRA	0.013020319507514509	0.0022047130139844977	gene_expression	response
MBOAT7	0.012954649723815222	0.00034846367480344535	gene_expression	response
ATP6V1D	0.012951401054310443	0.0008238803947401592	gene_expression	response
IL1B	0.012817938070162125	0.00051141267169873	gene_expression	response
GNPDA1	0.01274343021782824	0.00037191739490174475	gene_expression	response
CD320	0.012725154058438841	-0.00018590318164060922	gene_expression	resistance
CHEK2	0.012637761022511212	-0.0009791106391812778	gene_expression	resistance
ADAT1	0.012605598423817047	-0.0005860078240976025	gene_expression	resistance
BLVRA	0.012584360626587864	0.00023428022106296317	gene_expression	response
APPBP2	0.012567995576530069	0.0008108022129938562	gene_expression	response
MTHFD2	0.012563947317613414	-8.693969449394882e-05	gene_expression	resistance
AURKB	0.01255756290835068	-0.0011583029282813172	gene_expression	resistance
DYNLT3	0.012515002238870377	-0.00033986360736560354	gene_expression	resistance
CENPE	0.012484068678705522	-0.000358392386520736	gene_expression	resistance
IGF1R	0.012404111085866771	7.456123272445819e-05	gene_expression	response
KIT	0.01237663109753597	0.00024204702727346862	gene_expression	response
KDELR2	0.012339746650603929	0.000852308532810275	gene_expression	response
NCK2	0.012193478510967977	0.0007934436537006457	gene_expression	response
ssgsea_Apical Junction	0.012112605603034711	9.597599358598153e-05	ssGSEA_pathway	response
NOS3	0.01208275079213513	-0.0009557792912438088	gene_expression	resistance
FOS	0.011819730218608762	-0.0006488697243351326	gene_expression	resistance
NVL	0.011716851615276021	0.0005926438216812758	gene_expression	response
PRKCQ	0.011706232384596248	0.0006204724217967857	gene_expression	response
CGRRF1	0.011681826796602453	-0.0008173719170756864	gene_expression	resistance
PTPN6	0.011629002903239182	-0.0005450116899721865	gene_expression	resistance
SUV39H1	0.011603383618140445	0.0009397937134277216	gene_expression	response
CDC42	0.011503259397052433	0.0003538861438454397	gene_expression	response
BECN1	0.01143699347789971	0.0004660315213143686	gene_expression	response
MTFR1	0.011356590994241831	0.0008139727626378275	gene_expression	response
OXCT1	0.01133064675469389	0.0007237822465544799	gene_expression	response
DRAP1	0.011247892106598633	0.0004228794550299823	gene_expression	response
CDK4	0.011088966976267574	0.0007972665610032811	gene_expression	response
ACOT9	0.011086771149742885	0.001311498787897196	gene_expression	response
TSPAN4	0.011045669564317946	0.00026170188250159007	gene_expression	response
EZH2	0.01104242582431338	-0.0008024004215014935	gene_expression	resistance
SLC25A14	0.010985236918738022	-0.0002950059137128953	gene_expression	resistance
ABHD4	0.010956803543249384	-0.0005282840774901551	gene_expression	resistance
JUN	0.010917728554166414	-0.00033196860527332314	gene_expression	resistance
PIP4K2B	0.010839323949855132	-0.0001373995418636279	gene_expression	resistance
CCNA1	0.010824438181187576	0.00022768886910895175	gene_expression	response
ssgsea_PI3K/AKT/mTOR  Signaling	0.010807756017260443	-0.00048518092354633835	ssGSEA_pathway	resistance
ICAM3	0.010801949342815021	2.445697862182427e-06	gene_expression	response
BMP4	0.010743553654500825	-0.0006966305930487844	gene_expression	resistance
IL13RA1	0.010643091567391997	0.00020693115000462828	gene_expression	response
CCNF	0.010636116398952431	-0.001255172046861767	gene_expression	resistance
AARS	0.010621435888233943	0.001115039726374302	gene_expression	response
HIF1A	0.010492230482919368	-0.0003090979177442651	gene_expression	resistance
IGF2BP2	0.010411606606072377	-1.951853490242147e-05	gene_expression	resistance
NPRL2	0.01040575157100006	-0.0007182723029383777	gene_expression	resistance
SUPV3L1	0.010359422870048892	-5.0296468191108964e-05	gene_expression	resistance
PPP2R5E	0.010357699796772132	0.000866943758538332	gene_expression	response
ACAA1	0.010217240201923383	-0.0002369903627905644	gene_expression	resistance
RPS5	0.010215996364686975	-0.0006511429699786268	gene_expression	resistance
PTPRC	0.010167700530854754	-3.0527084315133665e-05	gene_expression	resistance
CDKN1B	0.010149725853504708	0.00042624612466213074	gene_expression	response
PAK4	0.010123608519222276	0.0003133614226868888	gene_expression	response
TLR4	0.010120562163842717	-0.0001475854826028853	gene_expression	resistance
PRAF2	0.01011940274289966	-0.0003959055881116557	gene_expression	resistance
COG7	0.010061403913652027	-0.0006097462348475555	gene_expression	resistance
ZNF318	0.010054882978304518	-0.0005714619372802529	gene_expression	resistance
CISD1	0.009977670391923986	-0.00017040072118837152	gene_expression	resistance
IQGAP1	0.00995791235292954	0.0010005874798355442	gene_expression	response
TOMM34	0.009956810393179055	-0.0004346648115037053	gene_expression	resistance
MYO10	0.00988723408118855	0.0004446228639186707	gene_expression	response
TRIB3	0.009679178873857719	-0.00013688520403780602	gene_expression	resistance
SKP1	0.0095864823492314	-0.0005768757551876698	gene_expression	resistance
ssgsea_Reactive Oxygen Species Pathway	0.009505235721860643	-0.0008511921546954348	ssGSEA_pathway	resistance
UBR7	0.009433321830132594	-7.70154482928222e-05	gene_expression	resistance
CERK	0.00933873559346033	0.0005131453423242772	gene_expression	response
RAP1GAP	0.009196567956202517	-0.00011456099143029313	gene_expression	resistance
CDC45	0.009149426036274933	-0.00027009538440404926	gene_expression	resistance
RPA1	0.00913450696554242	0.000159342947966793	gene_expression	response
ARID5B	0.009108662485159449	0.0002005392646115555	gene_expression	response
USP22	0.009073030872772874	0.0004952229256050948	gene_expression	response
CLPX	0.009041577505192779	-1.4327459289324973e-05	gene_expression	resistance
KLHL9	0.008965153979624883	-0.0004432250738099838	gene_expression	resistance
ENOPH1	0.008950748521765918	-0.00035227075907051734	gene_expression	resistance
ADH5	0.008919066036156944	-0.0002769515090125612	gene_expression	resistance
CTNND1	0.00887636066707328	0.0005948604805012313	gene_expression	response
COPB2	0.008840805010478868	-0.00040483522119855745	gene_expression	resistance
CDC20	0.008774520233422388	0.001021054045409345	gene_expression	response
TMEM5	0.008721896772993159	0.00014785183924361485	gene_expression	response
ANXA7	0.008709129991953	0.0004135083879315895	gene_expression	response
NET1	0.008670156370115896	8.238385167056427e-05	gene_expression	response
HAT1	0.00862830072177076	4.850758466556859e-06	gene_expression	response
TCTN1	0.008622728335878998	0.0019373573881404167	gene_expression	response
HEBP1	0.008545376564300195	6.448085759983702e-05	gene_expression	response
PCBD1	0.008525265585204118	-0.0001774568028554376	gene_expression	resistance
PRPF4	0.008511297027893511	0.00022002901148905496	gene_expression	response
XPNPEP1	0.008482035456693031	0.00011366295069863619	gene_expression	response
CASP2	0.008415835990006483	-0.0002228874121038866	gene_expression	resistance
ssgsea_Apical Surface	0.008412143333086543	0.0005585463524623299	ssGSEA_pathway	response
SLC1A4	0.008339055259094189	0.0009019159607481789	gene_expression	response
PYGL	0.008270171993298683	0.0002723057530286082	gene_expression	response
HERPUD1	0.008268034326442233	2.8136465805015507e-05	gene_expression	response
LPGAT1	0.008227835632262462	0.00033519165949576527	gene_expression	response
TMED10	0.008208897298701168	-0.0003229034415604943	gene_expression	resistance
LOXL1	0.008202929160453835	-0.0004992420825809896	gene_expression	resistance
CD58	0.008147317272942852	0.0001374441386594972	gene_expression	response
TFAP2A	0.008115623758478671	-0.000695333990051499	gene_expression	resistance
ZMYM2	0.008104401349700793	5.59536640031009e-05	gene_expression	response
EIF4G1	0.008101364266062434	0.00039712838184291326	gene_expression	response
TP53	0.008064932589562767	0.00013089560763378616	gene_expression	response
ATP5S	0.007973227012289603	3.881117614236755e-05	gene_expression	response
PCK2	0.007879434364695431	-0.0003688331793578468	gene_expression	resistance
PHGDH	0.00787866636295808	0.0003927634372362842	gene_expression	response
TRIM2	0.00787735992770672	-7.707409250101253e-05	gene_expression	resistance
ADAM10	0.007850980298161114	0.00013035675390432534	gene_expression	response
VPS72	0.007847641857433908	-2.017809142001701e-05	gene_expression	resistance
NCK1	0.007806376865135783	0.000716468414984342	gene_expression	response
TPD52L2	0.007783194036894016	-0.0004520663340321042	gene_expression	resistance
DUSP3	0.007753907513118208	0.0006409828916226358	gene_expression	response
HOMER2	0.007750770276760291	0.00018670884128590707	gene_expression	response
MBNL1	0.0076932106790973676	-0.0007339740001301564	gene_expression	resistance
PCM1	0.007673608825746896	-0.00011699829647183166	gene_expression	resistance
TXNL4B	0.007648608832155043	0.00016651197074261427	gene_expression	response
BID	0.007646549038810055	-6.0278403226073545e-05	gene_expression	resistance
KEAP1	0.007610987421660195	-0.00037281699834245416	gene_expression	resistance
RAB21	0.007605801680013642	-0.00013612686062940832	gene_expression	resistance
GFPT1	0.0076015110213161	0.00031384723253611923	gene_expression	response
TP53BP2	0.007560867078713478	4.761514180134894e-05	gene_expression	response
SLC37A4	0.007556040497279435	0.000559314998473998	gene_expression	response
ssgsea_Fatty Acid Metabolism	0.00755462818112476	0.0006129576047406796	ssGSEA_pathway	response
NFE2L2	0.0075521618701719015	0.0004375552043625425	gene_expression	response
STX4	0.007503793679755452	0.0001374721695883104	gene_expression	response
DECR1	0.0074787074302020045	0.0010320079410667648	gene_expression	response
PSMB8	0.007456077217928138	0.00048570809356341613	gene_expression	response
DDX42	0.007433380635901995	0.0001456650661502015	gene_expression	response
LAGE3	0.007420120758022442	-0.000307872489413942	gene_expression	resistance
BACE2	0.007360857106762589	-0.00012538384071910763	gene_expression	resistance
GRB7	0.007325225059199336	4.976472732747185e-05	gene_expression	response
RBM15B	0.007279456248221508	0.00015670110829035417	gene_expression	response
ssgsea_mTORC1 Signaling	0.007257255295506661	0.0006862020791806906	ssGSEA_pathway	response
STXBP1	0.007224608685340036	0.00037021256934563837	gene_expression	response
NIT1	0.007224424521631074	-1.125119273604574e-05	gene_expression	resistance
MAMLD1	0.007107705835537183	-0.00029419196945648017	gene_expression	resistance
FGFR4	0.0070971483153618046	-0.0007596624652545299	gene_expression	resistance
HSPD1	0.007090229122968039	0.0004264812900276457	gene_expression	response
ATF1	0.007054624965239272	0.0007625523109643444	gene_expression	response
NFKBIE	0.007022663896100581	-0.00040559237044211365	gene_expression	resistance
PGM1	0.006975680346102705	-5.891993200358666e-05	gene_expression	resistance
TBXA2R	0.006974656487247442	-0.00014380687596089956	gene_expression	resistance
COG2	0.006958692056971388	0.0005097558839518291	gene_expression	response
TM9SF3	0.00693194660112256	-0.00013326704335407162	gene_expression	resistance
TICAM1	0.006929280792269496	0.000315021295353081	gene_expression	response
PWP1	0.006924092779122265	0.000494686097443227	gene_expression	response
MBNL2	0.006803206500865959	3.887611400694243e-05	gene_expression	response
RAI14	0.006749764183582448	-0.00011164420282756187	gene_expression	resistance
ssgsea_Myc Targets V1	0.006701082909416369	-0.0004215211314023468	ssGSEA_pathway	resistance
STX1A	0.006589587032510975	-0.0003637606509382316	gene_expression	resistance
YTHDF1	0.006579260527900366	7.280579773085043e-05	gene_expression	response
RALGDS	0.00651147309665283	-0.000361343428347812	gene_expression	resistance
HSPA4	0.0065042439295788035	0.000484085139487318	gene_expression	response
ECH1	0.0065034383595580095	0.00018649146880167172	gene_expression	response
BAG3	0.006465959501366108	0.00022523320412627453	gene_expression	response
FZD7	0.006464655343970341	0.0014516124335272596	gene_expression	response
SOCS2	0.006458179813390837	-0.0002905899021898071	gene_expression	resistance
KIAA0907	0.00645540162693018	-0.00017972252330914035	gene_expression	resistance
UGDH	0.0064390807884500394	0.0007563716399015798	gene_expression	response
CDK5R1	0.006422246867423461	0.00017234164722096848	gene_expression	response
SCARB1	0.006403951197177964	0.0001442219754653737	gene_expression	response
TRIB1	0.006378560909057416	0.00026015698210595027	gene_expression	response
ZNF274	0.006369432682115825	-0.00018416254423550457	gene_expression	resistance
MCM3	0.006368005894076872	0.00020662237390600997	gene_expression	response
MAPK1IP1L	0.006348553418472543	0.0005324924306300317	gene_expression	response
PRR15L	0.006336598204857427	0.0008375241630151443	gene_expression	response
UBE2L6	0.006278236250147066	0.00017876655734674893	gene_expression	response
HMGCR	0.006216274092968344	-5.491900017218977e-05	gene_expression	resistance
BHLHE40	0.006201282295943382	-0.00027301960352754304	gene_expression	resistance
DNM1	0.006198956725012402	0.000152644005089979	gene_expression	response
TPM1	0.006185226749864723	-6.158872963223532e-05	gene_expression	resistance
HPRT1	0.006086652228508059	0.0007754511818459839	gene_expression	response
KIF14	0.006081695586106986	0.00042093548742669666	gene_expression	response
NR1H2	0.006071180572543703	0.00011219708706488514	gene_expression	response
MSRA	0.006067418699136962	1.1067171847708541e-05	gene_expression	response
HOOK2	0.0060666037568309055	-0.00041367036244639206	gene_expression	resistance
INSIG1	0.00606060220592977	7.464645582379978e-05	gene_expression	response
ASAH1	0.006054292249452547	-0.00010693248391954963	gene_expression	resistance
EXOSC4	0.006042769633054909	-0.0003951540643259478	gene_expression	resistance
SENP6	0.006039762096506505	-0.0002300806123918811	gene_expression	resistance
DENND2D	0.006016569734232964	0.0005244081369665357	gene_expression	response
FAH	0.005963759078903018	0.00020189714163863825	gene_expression	response
FASTKD5	0.005962433794423569	2.8891817469249338e-05	gene_expression	response
MYC	0.005933210849606754	0.00011588535677759628	gene_expression	response
RPS6KA1	0.005920955558134478	0.0002477714554581994	gene_expression	response
DNAJC15	0.005906865972033135	0.0003270903919455135	gene_expression	response
CASK	0.005906581947024423	-9.21388359933902e-05	gene_expression	resistance
PTPN12	0.005892936124302201	9.111000949286228e-05	gene_expression	response
TMCO1	0.0058352107182373485	0.0005647083032908057	gene_expression	response
GATA2	0.0058328650794737015	-0.00038861759671359863	gene_expression	resistance
STAP2	0.00582808038111764	-0.0003976319782631872	gene_expression	resistance
CCND3	0.005809759485658382	-0.00037832123948172046	gene_expression	resistance
DDIT4	0.005809150709719156	-0.00028930376884246954	gene_expression	resistance
PRKAG2	0.005808057958753533	0.0001319655202821144	gene_expression	response
IKZF1	0.0057859071930730956	0.00015354963671848323	gene_expression	response
ELAVL1	0.005767371522940926	-0.000494824540934095	gene_expression	resistance
GRB10	0.005763562205873451	0.00023400457235697394	gene_expression	response
LRPAP1	0.005756763438588271	-0.00019279820334496442	gene_expression	resistance
IDE	0.005750888502747017	0.00023407566245280324	gene_expression	response
TJP1	0.005739153892280678	-0.0005807948667953594	gene_expression	resistance
RAD51C	0.005727248618421038	-0.0002696080872959949	gene_expression	resistance
KIAA1033	0.005701766607512893	0.000368538019285405	gene_expression	response
PSMF1	0.005646005406416195	-0.0001443569694646394	gene_expression	resistance
LYRM1	0.005635335530162153	-2.282340328797958e-05	gene_expression	resistance
BLCAP	0.005622535896028134	0.0007354148301185699	gene_expression	response
RALB	0.005621438971424145	0.0007294465002303366	gene_expression	response
RBM34	0.005620940535839996	0.0008406296036776253	gene_expression	response
SCP2	0.005609694934601425	-0.0004619519534026767	gene_expression	resistance
PPIE	0.005598378929230232	0.0002146136323455154	gene_expression	response
EGF	0.005579169986975715	9.133081708776342e-06	gene_expression	response
RPL39L	0.00557551627488553	-0.0004938407146943336	gene_expression	resistance
DNTTIP2	0.0055572033355253845	8.570057815913274e-07	gene_expression	response
TCFL5	0.0055368086593646235	0.00017889683042940523	gene_expression	response
CEBPZ	0.005534579964876907	0.0003754562199486913	gene_expression	response
SPAG7	0.00552918847717838	0.0008805403781472136	gene_expression	response
RAC2	0.005521089886852159	0.0007636229251328153	gene_expression	response
MOK	0.005518343493492059	-0.0003018711388100347	gene_expression	resistance
ADCK3	0.005517175886413739	-0.00011197767557325457	gene_expression	resistance
SLC35F2	0.005488007865380452	1.7788248554163416e-05	gene_expression	response
MRPL12	0.005469584016403567	-0.00021644353212553241	gene_expression	resistance
DHX29	0.0054450118589771035	-6.62625702159786e-05	gene_expression	resistance
MAP3K4	0.005439981651059854	0.00014314782122089786	gene_expression	response
PLA2G15	0.005437014859653387	0.00013529469359372471	gene_expression	response
GNA15	0.005417715148742022	5.587688679855942e-05	gene_expression	response
ssgsea_Estrogen Response Early	0.00541430515328844	0.0010119326649785175	ssGSEA_pathway	response
CIAPIN1	0.005403273171284768	-0.0004609693707918514	gene_expression	resistance
CDCA4	0.00538328021876869	-0.0003026529163538697	gene_expression	resistance
TXLNA	0.005379073196574787	0.00018587104284084648	gene_expression	response
CTNNAL1	0.005366010890464092	0.00017013144470595358	gene_expression	response
ALDH7A1	0.005361273572444385	0.00013689318942472592	gene_expression	response
IKBKAP	0.005343766896624674	-0.00012406609685384473	gene_expression	resistance
RBKS	0.005339573126239827	-0.0004291102909581954	gene_expression	resistance
RAD9A	0.005314945480582177	-7.329059404798775e-05	gene_expression	resistance
ICMT	0.00530917324620463	0.00023220281649937976	gene_expression	response
EML3	0.005307922020262535	0.0004698048721876439	gene_expression	response
DNAJB1	0.005287320641018474	8.23363862148157e-05	gene_expression	response
PAFAH1B1	0.005274200883152108	0.00041903799827271154	gene_expression	response
DNAJB2	0.005250522592492856	0.00020239550286169336	gene_expression	response
NUDT9	0.00524298562335742	-0.000508929104717765	gene_expression	resistance
DFFB	0.005237647633599388	-8.438419944330424e-05	gene_expression	resistance
ACD	0.005235781240268232	0.00020277276084279628	gene_expression	response
SCCPDH	0.0052158308398060176	0.0004380847251885325	gene_expression	response
MRPL19	0.0052018405927129275	-0.0005359348319091499	gene_expression	resistance
TCTA	0.005192525622603771	-0.00037136993269401455	gene_expression	resistance
RAB27A	0.005185997102673313	0.0003958548104803774	gene_expression	response
ITGB5	0.0051815311788642555	7.282996776154715e-06	gene_expression	response
EBNA1BP2	0.005173467853445529	-0.00048027056206814824	gene_expression	resistance
NUDCD3	0.005164039121379299	-0.0001609658450355	gene_expression	resistance
ITGB1BP1	0.005163764200536322	3.97407584342698e-05	gene_expression	response
ARNT2	0.00516217612880078	-0.00010024985028307715	gene_expression	resistance
RUVBL1	0.005138143308909797	0.000587707985261787	gene_expression	response
MAT2A	0.005130379173307105	0.0006105330584292079	gene_expression	response
NUP93	0.005111388061636305	0.000311172152144387	gene_expression	response
CHMP6	0.005111104410142121	0.00017876579634063474	gene_expression	response
LSR	0.005110695918216109	-0.0003362232921213844	gene_expression	resistance
VDAC1	0.005087541821450905	-0.00047264705523686297	gene_expression	resistance
PROS1	0.00508431063361336	0.0007501285212626837	gene_expression	response
GNAI1	0.0050749949708650665	-0.00036973647966151646	gene_expression	resistance
CHMP4A	0.005064343120765063	-0.00025522455741850585	gene_expression	resistance
WIPF2	0.00504942538829903	9.513113464496336e-05	gene_expression	response
HMG20B	0.005037521649307661	0.0001878699096435982	gene_expression	response
ITGAE	0.005036281897251803	-0.00014940372287681677	gene_expression	resistance
FAM20B	0.005035264256691721	0.00036369019951169076	gene_expression	response
ID2	0.005027078974938024	0.0006246657421612906	gene_expression	response
ATMIN	0.005022590851587193	-0.00022650940572575094	gene_expression	resistance
MPZL1	0.005001441631384158	-0.0005146323080626954	gene_expression	resistance
CASC3	0.0049981845143030135	0.0001324294761495741	gene_expression	response
BNIP3	0.0049808470328950695	-9.506003016884369e-05	gene_expression	resistance
PIK3C3	0.004965914882807164	0.0001550511434009777	gene_expression	response
GDPD5	0.004964577286896719	0.0005064941317109454	gene_expression	response
MVP	0.00496074628291613	-0.0005058041069860176	gene_expression	resistance
POLB	0.004946407136056739	-0.00030740469860135244	gene_expression	resistance
TERF2IP	0.004941990914818416	-0.0006145077287511129	gene_expression	resistance
SFN	0.004921425053360281	-0.00026062635679199696	gene_expression	resistance
POLR2K	0.004903304338682498	0.00022044893199392	gene_expression	response
DUSP22	0.004894168232780244	0.0005740233041070994	gene_expression	response
PPP2R5A	0.00489315207732136	0.0004380439537948539	gene_expression	response
MRPS2	0.004873640394789651	0.0004609942162454935	gene_expression	response
ABCC5	0.004866724948268231	0.0003364156399105841	gene_expression	response
GNB5	0.004865768208870869	3.004334262803049e-05	gene_expression	response
HEATR1	0.004856342469322416	0.0005124431496065913	gene_expression	response
SPEN	0.004852548237097397	-0.00039716218339334375	gene_expression	resistance
CBR1	0.004846954539994643	0.00013378059647451917	gene_expression	response
EED	0.004838879574566845	-0.000223832785757198	gene_expression	resistance
PYCR1	0.004832361092983629	6.639629538310333e-05	gene_expression	response
CXCL2	0.004821610522746908	-0.00025646287898119474	gene_expression	resistance
PPIC	0.004808000833031931	-0.0003102739800163401	gene_expression	resistance
CPNE3	0.004804251369386721	7.391926970835439e-05	gene_expression	response
NUSAP1	0.004798002877567936	0.000915577504407063	gene_expression	response
NGRN	0.004797249100862166	0.001013561196050956	gene_expression	response
PTPRK	0.004770000081423063	-0.0006356916567109063	gene_expression	resistance
MMP2	0.004747928809784891	0.00019894217695123737	gene_expression	response
EPN2	0.0047151535622448615	-0.0002913255293330771	gene_expression	resistance
