held_out_dataset	method	k	seed	endpoint_family	drug	n_holdout	n_query	auroc	auprc
GSE5122	feature_calibration	5	4	radiographic	Tipifarnib	57	52	0.415	0.0626
GSE5122	feature_calibration	10	0	radiographic	Tipifarnib	57	47	0.2045	0.0521
GSE5122	feature_calibration	10	1	radiographic	Tipifarnib	57	47	0.4697	0.0865
GSE5122	feature_calibration	10	2	radiographic	Tipifarnib	57	47	0.4318	0.0829
GSE5122	feature_calibration	10	3	radiographic	Tipifarnib	57	47	0.4773	0.0881
GSE5122	feature_calibration	10	4	radiographic	Tipifarnib	57	47	0.4773	0.0934
GSE5122	feature_calibration	20	0	radiographic	Tipifarnib	57	37	0.4412	0.1136
GSE5122	feature_calibration	20	1	radiographic	Tipifarnib	57	37	0.4706	0.1167
GSE5122	feature_calibration	20	2	radiographic	Tipifarnib	57	37	0.4118	0.1368
GSE5122	feature_calibration	20	3	radiographic	Tipifarnib	57	37	0.3529	0.0988
GSE5122	feature_calibration	20	4	radiographic	Tipifarnib	57	37	0.5098	0.1215
GSE5122	nn_finetune	0	0	radiographic	Tipifarnib	57	57	0.4858	0.0904
GSE5122	nn_finetune	5	0	radiographic	Tipifarnib	57	52	0.449	0.0764
GSE5122	nn_finetune	5	1	radiographic	Tipifarnib	57	52	0.3401	0.057
GSE5122	nn_finetune	5	2	radiographic	Tipifarnib	57	52	0.5714	0.0897
GSE5122	nn_finetune	5	3	radiographic	Tipifarnib	57	52	0.4422	0.0759
GSE5122	nn_finetune	5	4	radiographic	Tipifarnib	57	52	0.4626	0.0781
GSE5122	nn_finetune	10	0	radiographic	Tipifarnib	57	47	0.3333	0.0612
GSE5122	nn_finetune	10	1	radiographic	Tipifarnib	57	47	0.4318	0.0799
GSE5122	nn_finetune	10	2	radiographic	Tipifarnib	57	47	0.4545	0.089
GSE5122	nn_finetune	10	3	radiographic	Tipifarnib	57	47	0.4924	0.0938
GSE5122	nn_finetune	10	4	radiographic	Tipifarnib	57	47	0.4773	0.0967
GSE5122	nn_finetune	20	0	radiographic	Tipifarnib	57	37	0.5882	0.1305
GSE5122	nn_finetune	20	1	radiographic	Tipifarnib	57	37	0.6275	0.1468
GSE5122	nn_finetune	20	2	radiographic	Tipifarnib	57	37	0.4902	0.1233
GSE5122	nn_finetune	20	3	radiographic	Tipifarnib	57	37	0.4314	0.102
GSE5122	nn_finetune	20	4	radiographic	Tipifarnib	57	37	0.4412	0.1019
GSE62321	l1_logistic	0	0	pharmacodynamic	Fluorouracil+Irinotecan+Leucovorin	57	57	0.4963	0.4916
GSE62321	l1_logistic	5	0	pharmacodynamic	Fluorouracil+Irinotecan+Leucovorin	57	52	0.4911	0.4735
GSE62321	l1_logistic	5	1	pharmacodynamic	Fluorouracil+Irinotecan+Leucovorin	57	52	0.4494	0.4266
GSE62321	l1_logistic	5	2	pharmacodynamic	Fluorouracil+Irinotecan+Leucovorin	57	52	0.628	0.6069
GSE62321	l1_logistic	5	3	pharmacodynamic	Fluorouracil+Irinotecan+Leucovorin	57	52	0.5804	0.5926
GSE62321	l1_logistic	5	4	pharmacodynamic	Fluorouracil+Irinotecan+Leucovorin	57	52	0.3631	0.448
GSE62321	l1_logistic	10	0	pharmacodynamic	Fluorouracil+Irinotecan+Leucovorin	57	47	0.5	0.5142
GSE62321	l1_logistic	10	1	pharmacodynamic	Fluorouracil+Irinotecan+Leucovorin	57	47	0.4414	0.4179
GSE62321	l1_logistic	10	2	pharmacodynamic	Fluorouracil+Irinotecan+Leucovorin	57	47	0.4927	0.4538
GSE62321	l1_logistic	10	3	pharmacodynamic	Fluorouracil+Irinotecan+Leucovorin	57	47	0.533	0.4849
GSE62321	l1_logistic	10	4	pharmacodynamic	Fluorouracil+Irinotecan+Leucovorin	57	47	0.5531	0.5783
GSE62321	l1_logistic	20	0	pharmacodynamic	Fluorouracil+Irinotecan+Leucovorin	57	37	0.4382	0.4424
GSE62321	l1_logistic	20	1	pharmacodynamic	Fluorouracil+Irinotecan+Leucovorin	57	37	0.45	0.5263
GSE62321	l1_logistic	20	2	pharmacodynamic	Fluorouracil+Irinotecan+Leucovorin	57	37	0.6118	0.6195
GSE62321	l1_logistic	20	3	pharmacodynamic	Fluorouracil+Irinotecan+Leucovorin	57	37	0.3971	0.3934
GSE62321	l1_logistic	20	4	pharmacodynamic	Fluorouracil+Irinotecan+Leucovorin	57	37	0.4706	0.4682
GSE62321	feature_calibration	0	0	pharmacodynamic	Fluorouracil+Irinotecan+Leucovorin	57	57	0.4963	0.4916
GSE62321	feature_calibration	5	0	pharmacodynamic	Fluorouracil+Irinotecan+Leucovorin	57	52	0.5298	0.5563
GSE62321	feature_calibration	5	1	pharmacodynamic	Fluorouracil+Irinotecan+Leucovorin	57	52	0.5372	0.5533
GSE62321	feature_calibration	5	2	pharmacodynamic	Fluorouracil+Irinotecan+Leucovorin	57	52	0.5595	0.5483
GSE62321	feature_calibration	5	3	pharmacodynamic	Fluorouracil+Irinotecan+Leucovorin	57	52	0.5357	0.4944
GSE62321	feature_calibration	5	4	pharmacodynamic	Fluorouracil+Irinotecan+Leucovorin	57	52	0.5253	0.5079
GSE62321	feature_calibration	10	0	pharmacodynamic	Fluorouracil+Irinotecan+Leucovorin	57	47	0.5696	0.5261
GSE62321	feature_calibration	10	1	pharmacodynamic	Fluorouracil+Irinotecan+Leucovorin	57	47	0.5495	0.503
GSE62321	feature_calibration	10	2	pharmacodynamic	Fluorouracil+Irinotecan+Leucovorin	57	47	0.5	0.5151
GSE62321	feature_calibration	10	3	pharmacodynamic	Fluorouracil+Irinotecan+Leucovorin	57	47	0.5733	0.5575
GSE62321	feature_calibration	10	4	pharmacodynamic	Fluorouracil+Irinotecan+Leucovorin	57	47	0.5147	0.5027
GSE62321	feature_calibration	20	0	pharmacodynamic	Fluorouracil+Irinotecan+Leucovorin	57	37	0.5206	0.5384
GSE62321	feature_calibration	20	1	pharmacodynamic	Fluorouracil+Irinotecan+Leucovorin	57	37	0.5029	0.4847
GSE62321	feature_calibration	20	2	pharmacodynamic	Fluorouracil+Irinotecan+Leucovorin	57	37	0.5941	0.6317
GSE62321	feature_calibration	20	3	pharmacodynamic	Fluorouracil+Irinotecan+Leucovorin	57	37	0.6559	0.6021
GSE62321	feature_calibration	20	4	pharmacodynamic	Fluorouracil+Irinotecan+Leucovorin	57	37	0.5676	0.5015
GSE62321	nn_finetune	0	0	pharmacodynamic	Fluorouracil+Irinotecan+Leucovorin	57	57	0.5465	0.5423
GSE62321	nn_finetune	5	0	pharmacodynamic	Fluorouracil+Irinotecan+Leucovorin	57	52	0.5164	0.5242
GSE62321	nn_finetune	5	1	pharmacodynamic	Fluorouracil+Irinotecan+Leucovorin	57	52	0.5342	0.5574
GSE62321	nn_finetune	5	2	pharmacodynamic	Fluorouracil+Irinotecan+Leucovorin	57	52	0.5513	0.5608
GSE62321	nn_finetune	5	3	pharmacodynamic	Fluorouracil+Irinotecan+Leucovorin	57	52	0.5618	0.5985
GSE62321	nn_finetune	5	4	pharmacodynamic	Fluorouracil+Irinotecan+Leucovorin	57	52	0.5387	0.5715
GSE62321	nn_finetune	10	0	pharmacodynamic	Fluorouracil+Irinotecan+Leucovorin	57	47	0.4863	0.5043
GSE62321	nn_finetune	10	1	pharmacodynamic	Fluorouracil+Irinotecan+Leucovorin	57	47	0.5238	0.5165
GSE62321	nn_finetune	10	2	pharmacodynamic	Fluorouracil+Irinotecan+Leucovorin	57	47	0.5348	0.5038
GSE62321	nn_finetune	10	3	pharmacodynamic	Fluorouracil+Irinotecan+Leucovorin	57	47	0.6136	0.5838
GSE62321	nn_finetune	10	4	pharmacodynamic	Fluorouracil+Irinotecan+Leucovorin	57	47	0.4872	0.4998
GSE62321	nn_finetune	20	0	pharmacodynamic	Fluorouracil+Irinotecan+Leucovorin	57	37	0.5294	0.5341
GSE62321	nn_finetune	20	1	pharmacodynamic	Fluorouracil+Irinotecan+Leucovorin	57	37	0.6044	0.6041
GSE62321	nn_finetune	20	2	pharmacodynamic	Fluorouracil+Irinotecan+Leucovorin	57	37	0.6088	0.5944
GSE62321	nn_finetune	20	3	pharmacodynamic	Fluorouracil+Irinotecan+Leucovorin	57	37	0.5338	0.5336
GSE62321	nn_finetune	20	4	pharmacodynamic	Fluorouracil+Irinotecan+Leucovorin	57	37	0.55	0.5629
GSE66999	l1_logistic	0	0	radiographic	Docetaxel+Epirubicin+Pegfilgrastim	76	76	0.3357	0.9088
GSE66999	l1_logistic	5	0	radiographic	Docetaxel+Epirubicin+Pegfilgrastim	76	71	0.3303	0.917
GSE66999	l1_logistic	5	1	radiographic	Docetaxel+Epirubicin+Pegfilgrastim	76	71	0.3606	0.9227
GSE66999	l1_logistic	5	2	radiographic	Docetaxel+Epirubicin+Pegfilgrastim	76	71	0.2455	0.9043
GSE66999	l1_logistic	5	3	radiographic	Docetaxel+Epirubicin+Pegfilgrastim	76	71	0.3303	0.9153
GSE66999	l1_logistic	5	4	radiographic	Docetaxel+Epirubicin+Pegfilgrastim	76	71	0.3576	0.9218
GSE66999	l1_logistic	10	0	radiographic	Docetaxel+Epirubicin+Pegfilgrastim	76	66	0.341	0.9121
GSE66999	l1_logistic	10	1	radiographic	Docetaxel+Epirubicin+Pegfilgrastim	76	66	0.2787	0.8939
GSE66999	l1_logistic	10	2	radiographic	Docetaxel+Epirubicin+Pegfilgrastim	76	66	0.2984	0.897
GSE66999	l1_logistic	10	3	radiographic	Docetaxel+Epirubicin+Pegfilgrastim	76	66	0.3475	0.914
GSE66999	l1_logistic	10	4	radiographic	Docetaxel+Epirubicin+Pegfilgrastim	76	66	0.3705	0.9216
GSE66999	l1_logistic	20	0	radiographic	Docetaxel+Epirubicin+Pegfilgrastim	76	56	0.3942	0.9274
GSE66999	l1_logistic	20	1	radiographic	Docetaxel+Epirubicin+Pegfilgrastim	76	56	0.3654	0.9197
GSE66999	l1_logistic	20	2	radiographic	Docetaxel+Epirubicin+Pegfilgrastim	76	56	0.1971	0.8862
GSE66999	l1_logistic	20	3	radiographic	Docetaxel+Epirubicin+Pegfilgrastim	76	56	0.399	0.9278
GSE66999	l1_logistic	20	4	radiographic	Docetaxel+Epirubicin+Pegfilgrastim	76	56	0.3702	0.9207
GSE66999	feature_calibration	0	0	radiographic	Docetaxel+Epirubicin+Pegfilgrastim	76	76	0.3357	0.9088
GSE66999	feature_calibration	5	0	radiographic	Docetaxel+Epirubicin+Pegfilgrastim	76	71	0.3667	0.9301
GSE66999	feature_calibration	5	1	radiographic	Docetaxel+Epirubicin+Pegfilgrastim	76	71	0.4727	0.9463
GSE66999	feature_calibration	5	2	radiographic	Docetaxel+Epirubicin+Pegfilgrastim	76	71	0.4273	0.9374
GSE66999	feature_calibration	5	3	radiographic	Docetaxel+Epirubicin+Pegfilgrastim	76	71	0.3636	0.9305
GSE66999	feature_calibration	5	4	radiographic	Docetaxel+Epirubicin+Pegfilgrastim	76	71	0.4121	0.934
GSE66999	feature_calibration	10	0	radiographic	Docetaxel+Epirubicin+Pegfilgrastim	76	66	0.3115	0.9103
GSE66999	feature_calibration	10	1	radiographic	Docetaxel+Epirubicin+Pegfilgrastim	76	66	0.3246	0.9178
GSE66999	feature_calibration	10	2	radiographic	Docetaxel+Epirubicin+Pegfilgrastim	76	66	0.3344	0.9182
GSE66999	feature_calibration	10	3	radiographic	Docetaxel+Epirubicin+Pegfilgrastim	76	66	0.4262	0.9349
GSE66999	feature_calibration	10	4	radiographic	Docetaxel+Epirubicin+Pegfilgrastim	76	66	0.3902	0.9268
GSE66999	feature_calibration	20	0	radiographic	Docetaxel+Epirubicin+Pegfilgrastim	76	56	0.3558	0.9277
GSE66999	feature_calibration	20	1	radiographic	Docetaxel+Epirubicin+Pegfilgrastim	76	56	0.4135	0.9372
GSE66999	feature_calibration	20	2	radiographic	Docetaxel+Epirubicin+Pegfilgrastim	76	56	0.3317	0.9181
GSE66999	feature_calibration	20	3	radiographic	Docetaxel+Epirubicin+Pegfilgrastim	76	56	0.4567	0.9423
GSE66999	feature_calibration	20	4	radiographic	Docetaxel+Epirubicin+Pegfilgrastim	76	56	0.3221	0.9193
GSE66999	nn_finetune	0	0	radiographic	Docetaxel+Epirubicin+Pegfilgrastim	76	76	0.381	0.9083
GSE66999	nn_finetune	5	0	radiographic	Docetaxel+Epirubicin+Pegfilgrastim	76	71	0.3576	0.9125
GSE66999	nn_finetune	5	1	radiographic	Docetaxel+Epirubicin+Pegfilgrastim	76	71	0.3879	0.9133
GSE66999	nn_finetune	5	2	radiographic	Docetaxel+Epirubicin+Pegfilgrastim	76	71	0.3091	0.9034
GSE66999	nn_finetune	5	3	radiographic	Docetaxel+Epirubicin+Pegfilgrastim	76	71	0.3424	0.9101
GSE66999	nn_finetune	5	4	radiographic	Docetaxel+Epirubicin+Pegfilgrastim	76	71	0.3879	0.9133
GSE66999	nn_finetune	10	0	radiographic	Docetaxel+Epirubicin+Pegfilgrastim	76	66	0.3607	0.9046
GSE66999	nn_finetune	10	1	radiographic	Docetaxel+Epirubicin+Pegfilgrastim	76	66	0.3475	0.9015
GSE66999	nn_finetune	10	2	radiographic	Docetaxel+Epirubicin+Pegfilgrastim	76	66	0.3508	0.9025
GSE66999	nn_finetune	10	3	radiographic	Docetaxel+Epirubicin+Pegfilgrastim	76	66	0.4426	0.9365
GSE66999	nn_finetune	10	4	radiographic	Docetaxel+Epirubicin+Pegfilgrastim	76	66	0.4852	0.9443
GSE66999	nn_finetune	20	0	radiographic	Docetaxel+Epirubicin+Pegfilgrastim	76	56	0.3942	0.9209
GSE66999	nn_finetune	20	1	radiographic	Docetaxel+Epirubicin+Pegfilgrastim	76	56	0.4087	0.9134
GSE66999	nn_finetune	20	2	radiographic	Docetaxel+Epirubicin+Pegfilgrastim	76	56	0.3077	0.895
GSE66999	nn_finetune	20	3	radiographic	Docetaxel+Epirubicin+Pegfilgrastim	76	56	0.5144	0.9514
GSE66999	nn_finetune	20	4	radiographic	Docetaxel+Epirubicin+Pegfilgrastim	76	56	0.4423	0.9404
GSE6861	l1_logistic	0	0	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	161	161	0.5627	0.5218
GSE6861	l1_logistic	5	0	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	161	156	0.5657	0.5144
GSE6861	l1_logistic	5	1	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	161	156	0.5598	0.5147
GSE6861	l1_logistic	5	2	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	161	156	0.5659	0.5147
GSE6861	l1_logistic	5	3	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	161	156	0.56	0.5117
GSE6861	l1_logistic	5	4	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	161	156	0.553	0.5228
GSE6861	l1_logistic	10	0	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	161	151	0.556	0.5218
GSE6861	l1_logistic	10	1	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	161	151	0.539	0.4829
GSE6861	l1_logistic	10	2	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	161	151	0.5468	0.5075
GSE6861	l1_logistic	10	3	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	161	151	0.5669	0.5089
GSE6861	l1_logistic	10	4	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	161	151	0.5603	0.5136
GSE6861	l1_logistic	20	0	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	161	141	0.5501	0.519
GSE6861	l1_logistic	20	1	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	161	141	0.581	0.5148
GSE6861	l1_logistic	20	2	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	161	141	0.5848	0.5353
GSE6861	l1_logistic	20	3	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	161	141	0.5658	0.5079
GSE6861	l1_logistic	20	4	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	161	141	0.5947	0.5187
GSE6861	feature_calibration	0	0	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	161	161	0.5627	0.5218
GSE6861	feature_calibration	5	0	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	161	156	0.5445	0.4896
GSE6861	feature_calibration	5	1	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	161	156	0.5163	0.4462
GSE6861	feature_calibration	5	2	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	161	156	0.5134	0.4596
GSE6861	feature_calibration	5	3	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	161	156	0.5195	0.473
GSE6861	feature_calibration	5	4	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	161	156	0.5442	0.4447
GSE6861	feature_calibration	10	0	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	161	151	0.5475	0.46
GSE6861	feature_calibration	10	1	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	161	151	0.5181	0.4567
GSE6861	feature_calibration	10	2	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	161	151	0.5433	0.4605
GSE6861	feature_calibration	10	3	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	161	151	0.5395	0.4591
GSE6861	feature_calibration	10	4	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	161	151	0.5328	0.461
GSE6861	feature_calibration	20	0	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	161	141	0.5156	0.4562
GSE6861	feature_calibration	20	1	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	161	141	0.5496	0.4752
GSE6861	feature_calibration	20	2	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	161	141	0.5573	0.4892
GSE6861	feature_calibration	20	3	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	161	141	0.5465	0.473
GSE6861	feature_calibration	20	4	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	161	141	0.5442	0.4643
GSE6861	nn_finetune	0	0	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	161	161	0.8797	0.8433
GSE6861	nn_finetune	5	0	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	161	156	0.8745	0.839
GSE6861	nn_finetune	5	1	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	161	156	0.8845	0.8386
GSE6861	nn_finetune	5	2	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	161	156	0.877	0.8391
GSE6861	nn_finetune	5	3	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	161	156	0.8742	0.8321
GSE6861	nn_finetune	5	4	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	161	156	0.8847	0.8392
GSE6861	nn_finetune	10	0	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	161	151	0.8762	0.8433
GSE6861	nn_finetune	10	1	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	161	151	0.8764	0.8318
GSE6861	nn_finetune	10	2	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	161	151	0.8782	0.846
GSE6861	nn_finetune	10	3	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	161	151	0.8784	0.8279
GSE6861	nn_finetune	10	4	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	161	151	0.8759	0.8479
GSE6861	nn_finetune	20	0	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	161	141	0.871	0.8392
GSE6861	nn_finetune	20	1	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	161	141	0.8853	0.8797
GSE6861	nn_finetune	20	2	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	161	141	0.8918	0.8641
GSE6861	nn_finetune	20	3	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	161	141	0.9003	0.8458
GSE6861	nn_finetune	20	4	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	161	141	0.8932	0.8805
GSE68871	l1_logistic	0	0	radiographic	VTD (Bortezomib+Thalidomide)	118	118	0.4948	0.8291
GSE68871	l1_logistic	5	0	radiographic	VTD (Bortezomib+Thalidomide)	118	113	0.4941	0.8397
GSE68871	l1_logistic	5	1	radiographic	VTD (Bortezomib+Thalidomide)	118	113	0.4806	0.8246
GSE68871	l1_logistic	5	2	radiographic	VTD (Bortezomib+Thalidomide)	118	113	0.4952	0.8319
GSE68871	l1_logistic	5	3	radiographic	VTD (Bortezomib+Thalidomide)	118	113	0.5043	0.8339
GSE68871	l1_logistic	5	4	radiographic	VTD (Bortezomib+Thalidomide)	118	113	0.5194	0.8398
GSE68871	l1_logistic	10	0	radiographic	VTD (Bortezomib+Thalidomide)	118	108	0.4619	0.8204
GSE68871	l1_logistic	10	1	radiographic	VTD (Bortezomib+Thalidomide)	118	108	0.5269	0.8418
GSE68871	l1_logistic	10	2	radiographic	VTD (Bortezomib+Thalidomide)	118	108	0.4719	0.8291
GSE68871	l1_logistic	10	3	radiographic	VTD (Bortezomib+Thalidomide)	118	108	0.5003	0.8319
GSE68871	l1_logistic	10	4	radiographic	VTD (Bortezomib+Thalidomide)	118	108	0.5198	0.8456
GSE68871	l1_logistic	20	0	radiographic	VTD (Bortezomib+Thalidomide)	118	98	0.4582	0.8308
GSE68871	l1_logistic	20	1	radiographic	VTD (Bortezomib+Thalidomide)	118	98	0.4641	0.8234
GSE68871	l1_logistic	20	2	radiographic	VTD (Bortezomib+Thalidomide)	118	98	0.4829	0.8248
GSE68871	l1_logistic	20	3	radiographic	VTD (Bortezomib+Thalidomide)	118	98	0.5817	0.862
GSE68871	l1_logistic	20	4	radiographic	VTD (Bortezomib+Thalidomide)	118	98	0.4611	0.8187
GSE68871	feature_calibration	0	0	radiographic	VTD (Bortezomib+Thalidomide)	118	118	0.4948	0.8291
GSE68871	feature_calibration	5	0	radiographic	VTD (Bortezomib+Thalidomide)	118	113	0.3677	0.7784
GSE68871	feature_calibration	5	1	radiographic	VTD (Bortezomib+Thalidomide)	118	113	0.4366	0.801
GSE68871	feature_calibration	5	2	radiographic	VTD (Bortezomib+Thalidomide)	118	113	0.3742	0.7804
GSE68871	feature_calibration	5	3	radiographic	VTD (Bortezomib+Thalidomide)	118	113	0.4559	0.8168
GSE68871	feature_calibration	5	4	radiographic	VTD (Bortezomib+Thalidomide)	118	113	0.436	0.8151
GSE68871	feature_calibration	10	0	radiographic	VTD (Bortezomib+Thalidomide)	118	108	0.4802	0.8062
GSE68871	feature_calibration	10	1	radiographic	VTD (Bortezomib+Thalidomide)	118	108	0.4199	0.7985
GSE68871	feature_calibration	10	2	radiographic	VTD (Bortezomib+Thalidomide)	118	108	0.3625	0.7768
GSE68871	feature_calibration	10	3	radiographic	VTD (Bortezomib+Thalidomide)	118	108	0.4175	0.7912
GSE68871	feature_calibration	10	4	radiographic	VTD (Bortezomib+Thalidomide)	118	108	0.3643	0.7814
GSE68871	feature_calibration	20	0	radiographic	VTD (Bortezomib+Thalidomide)	118	98	0.3333	0.7627
GSE68871	feature_calibration	20	1	radiographic	VTD (Bortezomib+Thalidomide)	118	98	0.3479	0.7747
GSE68871	feature_calibration	20	2	radiographic	VTD (Bortezomib+Thalidomide)	118	98	0.4132	0.8097
GSE68871	feature_calibration	20	3	radiographic	VTD (Bortezomib+Thalidomide)	118	98	0.4953	0.8431
GSE68871	feature_calibration	20	4	radiographic	VTD (Bortezomib+Thalidomide)	118	98	0.3413	0.7713
GSE68871	nn_finetune	0	0	radiographic	VTD (Bortezomib+Thalidomide)	118	118	0.4998	0.8231
GSE68871	nn_finetune	5	0	radiographic	VTD (Bortezomib+Thalidomide)	118	113	0.4855	0.8168
GSE68871	nn_finetune	5	1	radiographic	VTD (Bortezomib+Thalidomide)	118	113	0.5091	0.8279
GSE68871	nn_finetune	5	2	radiographic	VTD (Bortezomib+Thalidomide)	118	113	0.5011	0.825
GSE68871	nn_finetune	5	3	radiographic	VTD (Bortezomib+Thalidomide)	118	113	0.5167	0.8283
GSE68871	nn_finetune	5	4	radiographic	VTD (Bortezomib+Thalidomide)	118	113	0.4919	0.8228
GSE68871	nn_finetune	10	0	radiographic	VTD (Bortezomib+Thalidomide)	118	108	0.505	0.8232
GSE68871	nn_finetune	10	1	radiographic	VTD (Bortezomib+Thalidomide)	118	108	0.5364	0.8413
GSE68871	nn_finetune	10	2	radiographic	VTD (Bortezomib+Thalidomide)	118	108	0.495	0.8248
GSE68871	nn_finetune	10	3	radiographic	VTD (Bortezomib+Thalidomide)	118	108	0.5074	0.8222
GSE68871	nn_finetune	10	4	radiographic	VTD (Bortezomib+Thalidomide)	118	108	0.5263	0.8525
GSE68871	nn_finetune	20	0	radiographic	VTD (Bortezomib+Thalidomide)	118	98	0.411	0.7983
GSE68871	nn_finetune	20	1	radiographic	VTD (Bortezomib+Thalidomide)	118	98	0.48	0.8201
GSE68871	nn_finetune	20	2	radiographic	VTD (Bortezomib+Thalidomide)	118	98	0.4931	0.8163
GSE68871	nn_finetune	20	3	radiographic	VTD (Bortezomib+Thalidomide)	118	98	0.5505	0.8691
GSE68871	nn_finetune	20	4	radiographic	VTD (Bortezomib+Thalidomide)	118	98	0.5033	0.855
GSE72970	l1_logistic	0	0	radiographic	FOLFIRI (Fluorouracil+Irinotecan+Leucovorin)	124	124	0.4366	0.4917
GSE72970	l1_logistic	5	0	radiographic	FOLFIRI (Fluorouracil+Irinotecan+Leucovorin)	124	119	0.4455	0.4895
GSE72970	l1_logistic	5	1	radiographic	FOLFIRI (Fluorouracil+Irinotecan+Leucovorin)	124	119	0.4489	0.4971
GSE72970	l1_logistic	5	2	radiographic	FOLFIRI (Fluorouracil+Irinotecan+Leucovorin)	124	119	0.4816	0.507
GSE72970	l1_logistic	5	3	radiographic	FOLFIRI (Fluorouracil+Irinotecan+Leucovorin)	124	119	0.4458	0.4922
GSE72970	l1_logistic	5	4	radiographic	FOLFIRI (Fluorouracil+Irinotecan+Leucovorin)	124	119	0.4356	0.4847
GSE72970	l1_logistic	10	0	radiographic	FOLFIRI (Fluorouracil+Irinotecan+Leucovorin)	124	114	0.4443	0.5189
GSE72970	l1_logistic	10	1	radiographic	FOLFIRI (Fluorouracil+Irinotecan+Leucovorin)	124	114	0.4384	0.492
GSE72970	l1_logistic	10	2	radiographic	FOLFIRI (Fluorouracil+Irinotecan+Leucovorin)	124	114	0.4572	0.5035
GSE72970	l1_logistic	10	3	radiographic	FOLFIRI (Fluorouracil+Irinotecan+Leucovorin)	124	114	0.4307	0.4877
GSE72970	l1_logistic	10	4	radiographic	FOLFIRI (Fluorouracil+Irinotecan+Leucovorin)	124	114	0.4344	0.4975
GSE72970	l1_logistic	20	0	radiographic	FOLFIRI (Fluorouracil+Irinotecan+Leucovorin)	124	104	0.4499	0.5147
GSE72970	l1_logistic	20	1	radiographic	FOLFIRI (Fluorouracil+Irinotecan+Leucovorin)	124	104	0.4251	0.4838
GSE72970	l1_logistic	20	2	radiographic	FOLFIRI (Fluorouracil+Irinotecan+Leucovorin)	124	104	0.4269	0.4757
GSE72970	l1_logistic	20	3	radiographic	FOLFIRI (Fluorouracil+Irinotecan+Leucovorin)	124	104	0.4447	0.4969
GSE72970	l1_logistic	20	4	radiographic	FOLFIRI (Fluorouracil+Irinotecan+Leucovorin)	124	104	0.3914	0.4742
GSE72970	feature_calibration	0	0	radiographic	FOLFIRI (Fluorouracil+Irinotecan+Leucovorin)	124	124	0.4366	0.4917
GSE72970	feature_calibration	5	0	radiographic	FOLFIRI (Fluorouracil+Irinotecan+Leucovorin)	124	119	0.4367	0.4837
GSE72970	feature_calibration	5	1	radiographic	FOLFIRI (Fluorouracil+Irinotecan+Leucovorin)	124	119	0.4647	0.5076
